HBNAME,Site,Date,Date.Analysed,SW.Sample.Number,N1.Description,N1.Reported.Value,N1.Sample.1,N1.Sample.2,N1.Sample.3,Calculated.Mean,Standard.Deviation,Flow..l.day.,Ammonia..mg.l.,pH.Value,Modelled.Flow..l.day.,Million.Gene.Copies.Per.Person.per.Day,Analysis.Lab,X.Row.Count.,logMillion
Highland,Allanfearn,2021-06-02,03/06/2021,15015960,Negative,0,NA,NA,NA,NA,NA,25920000,21.96,NA,25366817,0,SEPA,1,-5
Highland,Allanfearn,2021-06-04,07/06/2021,15015961,Weak Positive,742.7237,718.4379,767.0094,NA,742.7237,34.34527,25142400,26.12,NA,22247966.8,0.3009097,SEPA,1,-1.2009450017
Highland,Allanfearn,2021-06-09,11/06/2021,15015962,Negative,0,NA,NA,NA,NA,NA,24105600,23.92,NA,23778678.5,0,SEPA,1,-5
Highland,Allanfearn,2021-06-10,11/06/2021,15015963,Weak Positive,1286.822,1212.655,1360.989,NA,1286.822,104.8881,24796800,22.41,NA,24980658.2,0.5141813,SEPA,1,-0.6651793262
Highland,Allanfearn,2021-06-11,14/06/2021,15015964,Positive (DNQ),5865.161,3936.054,7794.268,NA,5865.161,2728.169,25056000,20.49,NA,26731386.2,2.368067,SEPA,1,0.8620738274
Highland,Allanfearn,2021-06-14,16/06/2021,15015966,Positive (DNQ),3985.099,3330.64,4639.558,NA,3985.099,925.5449,18576000,22.39,NA,24997531.1,1.192871,SEPA,1,0.1763630924
Highland,Allanfearn,2021-06-15,16/06/2021,15015967,Positive,15125,10399.93,19850.71,NA,15125.32,6682.706,22377600,22.49,NA,24913429.9,5.454065,SEPA,1,1.6963611161
Highland,Allanfearn,2021-06-16,17/06/2021,15015968,Positive (DNQ),8612.535,7089.381,10135.69,NA,8612.535,2154.065,22636800,20.95,NA,26286319.1,3.141581,SEPA,1,1.1447261264
Highland,Allanfearn,2021-06-18,21/06/2021,15015969,Positive (DNQ),6775.763,6548.823,7002.703,NA,6775.763,320.9413,22377600,24.12,NA,23629419.8,2.443284,SEPA,1,0.8933430335
Highland,Allanfearn,2021-06-21,22/06/2021,15015970,Positive (DNQ),6350.01,6174.548,6525.472,NA,6350.01,248.1406,22550400,24.09,NA,23651669.9,2.307442,SEPA,1,0.8361397592
Highland,Allanfearn,2021-06-22,23/06/2021,15015971,Positive,41267,42905.73,39629.44,NA,41267.59,2316.687,22291200,25.78,NA,22469505.8,14.82329,SEPA,1,2.6961999166
Highland,Allanfearn,2021-06-23,24/06/2021,15015972,Positive,12483,11842.75,13124.79,NA,12483.77,906.5345,22896000,26,NA,22325576,4.605827,SEPA,1,1.5273222807
Highland,Allanfearn,2021-06-25,28/06/2021,15015973,Positive,34094,37485.13,30704.02,NA,34094.57,4794.967,30844800,17.74,NA,29809397.7,16.94609,SEPA,1,2.8300369537
Highland,Allanfearn,2021-06-28,29/06/2021,15015974,Positive,97953,100568.7,95338.27,NA,97953.49,3698.483,NA,23.79,NA,23876877.4,37.6877,SEPA,1,3.6293338483
Highland,Allanfearn,2021-06-29,30/06/2021,15015975,Positive,81673,85149.79,78198.18,NA,81673.99,4915.534,NA,25.37,NA,22743578.1,29.93262,SEPA,1,3.3989489514
Highland,Allanfearn,2021-07-02,05/07/2021,15015977,Positive,98432,91393.97,105470.1,NA,98432.01,9953.29,20822400,26.93,NA,21740032.9,33.02702,SEPA - Low Volume,1,3.4973259829
Highland,Allanfearn,2021-07-05,06/07/2021,15015978,Positive,158210,167247.2,149174.1,NA,158210.7,12779.56,31190400,14.57,NA,34594504.4,79.5168,SEPA - Low Volume,1,4.375968371
Highland,Allanfearn,2021-07-06,07/07/2021,15015979,Positive,148209,146490.6,149929.1,NA,148209.8,2431.404,34128000,18.02,NA,29458450.1,81.5061,SEPA - Low Volume,1,4.4006778246
Highland,Allanfearn,2021-07-07,08/07/2021,15015980,Positive,110442,98805.16,122080.2,NA,110442.7,16457.91,27129600,18.95,NA,28358465.8,48.28169,SEPA - Low Volume,1,3.8770524639
Highland,Allanfearn,2021-07-09,12/07/2021,15015981,Positive,207912,216659.3,199166.1,NA,207912.7,12369.54,22118400,26.37,NA,22088275,74.1032,SEPA - Low Volume,1,4.3054587235
Highland,Allanfearn,2021-07-12,14/07/2021,15015982,Positive,87590,90674.79,84506.81,NA,87590.8,4361.415,31017600,19.07,NA,28223412.3,43.77931,SEPA - Low Volume,1,3.7791613297
Highland,Allanfearn,2021-07-13,14/07/2021,15015983,Positive,80936,67593.86,94279.88,NA,80936.87,18869.87,23155200,22.04,NA,25297155.1,30.19932,SEPA - Low Volume,1,3.4078194509
Highland,Allanfearn,2021-07-16,19/07/2021,15015985,Positive,113598,120738.7,106457.6,NA,113598.2,10098.23,21859200,24.5,NA,23351733.2,40.01362,SEPA - Low Volume,1,3.6892198577
Highland,Allanfearn,2021-07-20,21/07/2021,15015986,Positive,78213,62002.36,94423.75,NA,78213.05,22925.38,20563200,22.98,NA,24510642.7,25.91625,SEPA - Low Volume,1,3.2548702083
Highland,Allanfearn,2021-07-21,26/07/2021,15015987,Positive,86700,85196.01,88204.8,NA,86700.4,2127.538,20476800,27.19,NA,21582637.9,28.60786,SEPA - Low Volume,1,3.3536816468
Highland,Allanfearn,2021-07-22,26/07/2021,15015988,Positive,92510,88278.28,96743.07,NA,92510.68,5985.509,19785600,27.68,NA,21293079.4,29.49465,SEPA - Low Volume,1,3.3842090505
Highland,Allanfearn,2021-07-23,26/07/2021,15015989,Positive,94067,98301.2,89833.85,NA,94067.52,5987.32,20995200,22.04,NA,25297155.1,31.82453,SEPA - Low Volume,1,3.4602372602
Highland,Allanfearn,2021-07-26,28/07/2021,15015990,Positive,112407,112235.7,112578.8,NA,112407.3,242.6398,21772800,25.97,NA,22345076.6,39.43764,SEPA - Low Volume,1,3.6747205667
Highland,Allanfearn,2021-07-27,28/07/2021,15015991,Positive,175138,171061.5,179216,NA,175138.7,5766.108,37843200,26.02,NA,22312597.4,106.8003,SEPA - Low Volume,1,4.6709603084
Highland,Allanfearn,2021-07-28,29/07/2021,15015992,Positive,60354,46829.14,73879.93,NA,60354.53,19127.8,40953600,14.54,NA,34648469.5,39.82944,SEPA - Low Volume,1,3.6846063558
Highland,Allanfearn,2021-07-30,02/08/2021,15015993,Positive,171697,151815.3,191579.4,NA,171697.4,28117.44,NA,18.31,NA,29104924,80.52529,SEPA - Low Volume,1,4.3885713172
Highland,Allanfearn,2021-08-02,03/08/2021,NA,Positive,56164,59390.75,52938.23,NA,56164.49,4562.622,NA,NA,NA,NA,26.5454,SEPA - Low Volume,1,3.2788564141
Highland,Allanfearn,2021-08-03,04/08/2021,15015995,Positive,43934,43164.89,44704.56,NA,43934.73,1088.708,22291200,25.23,NA,22838953.3,15.78133,SEPA - Low Volume,1,2.7588276152
Highland,Allanfearn,2021-08-04,05/08/2021,15015996,Positive,41472,44443.83,38501.53,NA,41472.68,4201.836,22118400,26.36,NA,22094611.6,14.78148,SEPA - Low Volume,1,2.6933753255
Highland,Allanfearn,2021-08-06,09/08/2021,15015997,Positive,32180,40325,24036,NA,32180.5,11518.06,23587200,26.23,NA,22177373.1,12.23127,SEPA - Low Volume,1,2.5039954394
Highland,Allanfearn,2021-08-10,11/08/2021,15015999,Positive,24189,30551,17827,NA,24189,8997.227,24883200,24.23,NA,23548250.5,9.698987,SEPA - Low Volume,1,2.2720214297
Highland,Allanfearn,2021-08-11,12/08/2021,15016000,Positive,30467,29303,31632,NA,30467.5,1646.852,32054400,26.21,NA,22190169.6,15.73717,SEPA - Low Volume,1,2.7560255695
Highland,Allanfearn,2021-08-13,16/08/2021,15016001,Positive,77208,63494.4,90923.52,NA,77208.96,19395.31,25833600,22.81,NA,24648663.2,32.14066,SEPA - Low Volume,1,3.4701220488
Highland,Allanfearn,2021-08-16,17/08/2021,NA,Positive,27743,39087.59,16398.99,NA,27743.29,16043.26,NA,NA,NA,NA,13.1125,SEPA - Low Volume,1,2.5735657529
Highland,Allanfearn,2021-08-17,18/08/2021,15016003,Positive,44701,41007.72,48395.11,NA,44701.41,5223.675,21686400,29.03,NA,20539919.7,15.62108,SEPA - Low Volume,1,2.7486210489
Highland,Allanfearn,2021-08-18,19/08/2021,NA,Positive,60093,57414.16,62771.94,NA,60093.05,3788.527,NA,NA,NA,NA,28.40218,SEPA - Low Volume,1,3.3464659345
Highland,Allanfearn,2021-08-20,23/08/2021,15296292,Positive,175738,190033.4,161443.5,NA,175738.5,20216.09,22723200,28.16,NA,21018028.1,64.34852,SEPA - Low Volume,1,4.1643139853
Highland,Allanfearn,2021-08-23,24/08/2021,15296293,Positive,207305,181316.8,233294.3,NA,207305.6,36753.69,21427200,27.03,NA,21679181.7,71.57784,SEPA - Low Volume,1,4.2707855658
Highland,Allanfearn,2021-08-24,25/08/2021,15296294,Positive,180701,178169,183233.6,NA,180701.3,3581.162,21254400,28.73,NA,20701911.3,61.88884,SEPA - Low Volume,1,4.1253399029
Highland,Allanfearn,2021-08-25,26/08/2021,15296295,Positive,317356,296145.9,338566.3,NA,317356.1,29995.77,21600000,29.2,NA,20449423,110.4594,SEPA - Low Volume,1,4.7046482746
Highland,Allanfearn,2021-08-27,30/08/2021,15296296,Positive,454669,504955.4,404382.9,NA,454669.2,71115.5,20476800,29.08,NA,20513206.6,150.0237,SEPA - Low Volume,1,5.0107931914
Highland,Allanfearn,2021-08-31,01/09/2021,15296297,Positive,318495,302465.8,334525.1,NA,318495.5,22669.29,19526400,32.61,NA,18810738.5,100.2138,SEPA - Low Volume,1,4.6073061537
Highland,Allanfearn,2021-09-01,02/09/2021,15296298,Positive,645198,664533.9,625863.8,NA,645198.8,27343.87,19526400,33.58,NA,18398355.6,203.0103,SEPA - Low Volume,1,5.3132564794
Highland,Allanfearn,2021-09-02,03/09/2021,15296299,Positive,709834,701146.8,718522.8,NA,709834.8,12286.69,19353600,31.72,NA,19208525.7,221.3713,SEPA - Low Volume,1,5.3998413236
Highland,Allanfearn,2021-09-03,06/09/2021,15296300,Analysis Failed,NA,NA,NA,NA,NA,NA,18921600,30.99,NA,19549732.4,NA,SEPA - Low Volume,1,NA
Highland,Allanfearn,2021-09-06,07/09/2021,NA,Positive,432453,419518,445389.3,NA,432453.6,18293.77,NA,NA,NA,NA,204.3935,SEPA - Low Volume,1,5.320046842
Highland,Allanfearn,2021-09-07,08/09/2021,15296302,Positive,1313311,1147326,1479296,NA,1313311,234738.2,21772800,28.27,NA,20956151.9,460.7699,SEPA - Low Volume,1,6.1328987674
Highland,Allanfearn,2021-09-08,09/09/2021,15296303,Positive,286147,297698.6,274596.6,NA,286147.6,16335.58,20563200,29.17,NA,20465325.7,94.81631,SEPA - Low Volume,1,4.5519414047
Highland,Allanfearn,2021-09-10,13/09/2021,15296304,Positive,176275,179719.6,172831.3,NA,176275.5,4870.753,31276800,23.85,NA,23831438,88.84161,SEPA - Low Volume,1,4.486855167
Highland,Allanfearn,2021-09-13,14/09/2021,15296305,Positive,295005,310682.6,279328.1,NA,295005.3,22170.98,20217600,25.08,NA,22942177.8,96.10848,SEPA - Low Volume,1,4.5654775112
Highland,Allanfearn,2021-09-14,15/09/2021,15296306,Positive,312737,319020.3,306454,NA,312737.2,8885.744,19958400,29.59,NA,20245267.8,100.579,SEPA - Low Volume,1,4.6109437689
Highland,Allanfearn,2021-09-17,20/09/2021,15296308,Positive,334405,326265.3,342545.5,NA,334405.4,11511.89,20304000,30.05,NA,20010461.2,109.41,SEPA - Low Volume,1,4.6951024733
Highland,Allanfearn,2021-09-20,21/09/2021,15296309,Positive,107087,82452.56,131721.7,NA,107087.1,34838.53,24278400,24.51,NA,23344527.9,41.89474,SEPA - Low Volume,1,3.7351603864
Highland,Allanfearn,2021-09-21,22/09/2021,15296339,Positive,222711,187095.6,258327.6,NA,222711.6,50368.63,20736000,27.59,NA,21345586.2,74.41665,SEPA - Low Volume,1,4.3096796772
Highland,Allanfearn,2021-09-22,23/09/2021,15296338,Positive,243526,276049.8,211003.5,NA,243526.7,45994.66,32140800,28.12,NA,21040634,126.1262,SEPA - Low Volume,1,4.8372832496
Highland,Allanfearn,2021-09-24,27/09/2021,15296312,Positive,182538,170319,194758.9,NA,182538.9,17281.68,22550400,27,NA,21697395.5,66.33031,SEPA - Low Volume,1,4.1946469339
Highland,Allanfearn,2021-09-28,29/09/2021,15296314,Positive,65569,69625.72,61513.92,NA,65569.82,5735.91,26956800,10.25,NA,45134822,28.48227,SEPA - Low Volume,1,3.3492817011
Highland,Allanfearn,2021-09-29,30/09/2021,15296315,Positive,108140,90795,125485.5,NA,108140.3,24529.91,NA,22.81,NA,24648663.2,42.95196,SEPA - Low Volume,1,3.7600823792
Highland,Allanfearn,2021-10-01,04/10/2021,15296316,Positive,117328,105057.5,129600.4,NA,117328.9,17354.45,25833600,21.36,NA,25903851.9,48.84187,SEPA - Low Volume,1,3.8885879549
Highland,Allanfearn,2021-10-05,06/10/2021,15296317,Positive,98563,98392.6,98734.07,NA,98563.34,241.4611,24537600,26.88,NA,21770607.6,38.97173,SEPA - Low Volume,1,3.6628365491
Highland,Allanfearn,2021-10-06,07/10/2021,15296318,Positive,55160,54639.16,55680.89,NA,55160.03,736.6124,24192000,26.02,NA,22312597.4,21.50297,SEPA - Low Volume,1,3.0681910865
Highland,Allanfearn,2021-10-08,11/10/2021,15296319,Positive,62879,54288.58,71470.22,NA,62879.4,12149.26,26956800,22.97,NA,24518711.9,27.3136,SEPA - Low Volume,1,3.3073847545
Highland,Allanfearn,2021-10-12,13/10/2021,15296320,Positive,52850,54889.23,50812.29,NA,52850.76,2882.837,40608000,13.27,NA,37128021,34.58319,SEPA - Low Volume,1,3.5433677717
Highland,Allanfearn,2021-10-13,14/10/2021,15296321,Positive,98044,80497.75,115591.8,NA,98044.78,24815.24,31017600,17.29,NA,30394274.6,49.00438,SEPA - Low Volume,1,3.891909657
Highland,Allanfearn,2021-10-14,15/10/2021,15296322,Positive,66516,75968.78,57065.08,NA,66516.93,13366.94,31104000,19.55,NA,27697789.8,33.33885,SEPA - Low Volume,1,3.5067234921
Highland,Allanfearn,2021-10-15,18/10/2021,15296323,Positive,168984,149368.2,188601.5,NA,168984.9,27742.15,31276800,19.05,NA,28245817.4,85.16719,SEPA - Low Volume,1,4.4446163119
Highland,Allanfearn,2021-10-18,19/10/2021,15296324,Positive,77238,79348.07,75128.33,NA,77238.2,2983.808,36460800,14.53,NA,34666501.4,45.37959,SEPA - Low Volume,1,3.8150624409
Highland,Allanfearn,2021-10-19,20/10/2021,15296325,Positive,45174,50120.74,40228.81,NA,45174.78,6994.649,34905600,14.81,NA,34169704,25.40934,SEPA - Low Volume,1,3.2351167224
Highland,Allanfearn,2021-10-20,22/10/2021,15296326,Positive,43636,38400.01,48873.74,NA,43636.87,7406.05,38534400,13.88,NA,35887328.1,27.09595,SEPA - Low Volume,1,3.2993844471
Highland,Allanfearn,2021-10-21,25/10/2021,NA,Positive,76101,75438.71,76764.42,NA,76101.57,937.417,NA,NA,NA,NA,35.96839,SEPA - Low Volume,1,3.582640613
Highland,Allanfearn,2021-10-25,26/10/2021,15296328,Positive,46463,46789.11,46138.71,NA,46463.91,459.8984,38793600,13.41,NA,36834516.6,29.04545,SEPA - Low Volume,1,3.3688617724
Highland,Allanfearn,2021-10-26,27/10/2021,15296329,Positive,156278,154830.7,157725.4,NA,156278.1,2046.9,NA,15.61,NA,32836948.7,82.69191,SEPA - Low Volume,1,4.4151217983
Highland,Allanfearn,2021-10-27,28/10/2021,15296330,Positive,179109,182655.2,175564.3,NA,179109.8,5014.005,NA,15.09,NA,33689133,97.23248,SEPA - Low Volume,1,4.5771048167
Highland,Allanfearn,2021-10-29,01/11/2021,15296331,Positive,245371,230162.6,260581.2,NA,245371.9,21509.18,NA,17.5,NA,30118045.3,119.0841,SEPA - Low Volume,1,4.7798300277
Highland,Allanfearn,2021-11-01,03/11/2021,15296332,Positive,90051,91968.24,88135.25,NA,90051.74,2710.333,46828800,10.3,NA,44969031.1,67.9528,SEPA - Low Volume,1,4.218813396
Highland,Allanfearn,2021-11-03,04/11/2021,15296333,Positive,45107,42768.15,47447.09,NA,45107.62,3308.516,43027200,11.82,NA,40523355.2,31.27485,SEPA - Low Volume,1,3.4428142456
Highland,Allanfearn,2021-11-05,09/11/2021,15296334,Weak Positive,1786.09,3572.18,0,NA,1786.09,2525.913,40953600,15.83,NA,32491246.1,1.178685,SEPA - Low Volume,1,0.1643991388
Highland,Allanfearn,2021-11-08,09/11/2021,15296335,Positive,56300,52585.33,60015.35,NA,56300.34,5253.812,39139200,12.4,NA,39081610.4,35.50792,SEPA - Low Volume,1,3.5697556752
Highland,Allanfearn,2021-11-10,11/11/2021,15296336,Positive,52602,59273.88,45932.06,NA,52602.97,9434.088,39916800,13.21,NA,37255479.5,33.83516,SEPA - Low Volume,1,3.521500459
Highland,Allanfearn,2021-11-12,15/11/2021,15296337,Positive,67430,80916,53944,NA,67430,19072.08,39398400,15.81,NA,32522324.3,42.80889,SEPA - Low Volume,1,3.7567457975
Highland,Allanfearn,2021-11-15,17/11/2021,15597952,Positive,112717,76020,149414,NA,112717,51897.4,36547200,20.03,NA,27194354.6,66.3813,SEPA - Low Volume,1,4.1954153969
Highland,Allanfearn,2021-11-17,18/11/2021,15597954,Positive,44245,49550.65,38939.63,NA,44245.14,7503.121,40435200,15.26,NA,33404925.8,28.82885,SEPA - Low Volume,1,3.3613767747
Highland,Allanfearn,2021-11-22,24/11/2021,15597956,Positive,165322,139320,191325.1,NA,165322.6,36773.14,25401600,22.55,NA,24863283.7,67.66988,SEPA - Low Volume,1,4.2146412338
Highland,Allanfearn,2021-11-23,24/11/2021,15597957,Positive,166588,160681.9,172494.6,NA,166588.3,8352.868,23241600,25.88,NA,22403816.8,62.38966,SEPA - Low Volume,1,4.1333995739
Highland,Allanfearn,2021-11-29,06/12/2021,NA,Positive,194730,199728.7,189731.4,NA,194730.1,7069.128,NA,NA,NA,NA,92.03658,SEPA - Low Volume,1,4.5221860903
Highland,Allanfearn,2021-12-01,06/12/2021,15597959,Positive,144194,129936,158452.9,NA,144194.4,20164.47,34819200,21.83,NA,25480973.3,80.90391,SEPA - Low Volume,1,4.3932620933
Highland,Allanfearn,2021-12-06,07/12/2021,15597961,Positive,155588,168628,142548,NA,155588,18441.34,30585600,19.76,NA,27474894.5,76.68233,SEPA - Low Volume,1,4.3396713663
Highland,Allanfearn,2021-12-07,10/12/2021,15597962,Positive,166736,168260.4,165211.7,NA,166736,2155.743,30931200,18.94,NA,28369788.1,83.10526,SEPA - Low Volume,1,4.4201079699
Highland,Allanfearn,2021-12-09,10/12/2021,15597963,Positive,12699,15529.31,9869.707,NA,12699.51,4001.942,30499200,19.83,NA,27401518,6.241336,SEPA - Low Volume,1,1.831194243
Highland,Allanfearn,2021-12-10,13/12/2021,15597964,Positive,19960,23333.95,16586.16,NA,19960.05,4771.406,30672000,20.96,NA,26276834.4,9.865203,SEPA - Low Volume,1,2.2890137517
Highland,Allanfearn,2021-12-13,16/12/2021,15597966,Positive,22538,17021.68,28056.25,NA,22538.96,7802.618,28080000,21.96,NA,25366817,10.19843,SEPA - Low Volume,1,2.3222336672
Highland,Allanfearn,2021-12-15,16/12/2021,15597967,Positive,124993,125961.3,124024.7,NA,124993,1369.413,33264000,21.43,NA,25839838.3,66.9981,SEPA - Low Volume,1,4.2046642325
Highland,Allanfearn,2021-12-20,21/12/2021,15597968,Positive,191008,215374.3,166642.1,NA,191008.2,34458.9,25747200,25.37,NA,22743578.1,79.24726,SEPA - Low Volume,1,4.3725727801
Highland,Allanfearn,2022-01-03,05/01/2022,15597973,Analysis Failed,NA,NA,NA,NA,NA,NA,45360000,13.35,NA,36959642.2,NA,SEPA - Low Volume,1,NA
Highland,Allanfearn,2022-01-04,06/01/2022,15597974,Positive,106768,66296.14,147240.9,NA,106768.5,57236.59,41472000,14.21,NA,35255266.6,71.35106,SEPA - Low Volume,1,4.2676122371
Highland,Allanfearn,2022-01-06,07/01/2022,NA,Positive,102483,105004.6,99961.45,NA,102483,3566.042,NA,NA,NA,NA,48.43724,SEPA - Low Volume,1,3.8802688729
Highland,Allanfearn,2022-01-10,11/01/2022,15597978,Positive,90873,90952.03,90795.26,NA,90873.64,110.8502,32572800,20.16,NA,27061635.8,47.69746,SEPA - Low Volume,1,3.8648781624
Highland,Allanfearn,2022-01-12,14/01/2022,15597979,Analysis Failed,NA,NA,NA,NA,NA,NA,27907200,21.57,NA,25712906.4,NA,SEPA - Low Volume,1,NA
Lanarkshire,Allers,2021-01-08,12/01/2021,14597695,Positive,164611,155809.2,168308.5,169715.9,164611.2,7655.2,9884160,26.98,7.4,13925868.5,53.98824,SEPA,1,3.9887661905
Lanarkshire,Allers,2021-01-13,14/01/2021,14597698,Positive,160353,175992.8,144715.1,NA,160353.9,22116.69,15275520,15.35,7.3,19268102.4,81.27848,SEPA,1,4.3978813332
Lanarkshire,Allers,2021-01-19,20/01/2021,14597701,Positive,60401,60401.2,66068.58,NA,63234.89,4007.447,26516160,10.24,NA,24325282,55.63747,SEPA,1,4.0188568916
Lanarkshire,Allers,2021-01-25,26/01/2021,14601850,Positive,70511,66313.86,74708.53,NA,70511.19,5935.934,10938240,22.56,NA,15436843,25.59208,SEPA,1,3.2422827381
Lanarkshire,Allers,2021-02-02,03/02/2021,14622394,Positive,44506,52889.38,36123.91,NA,44506.65,11854.98,11862720,20.72,NA,16211809.5,17.51899,SEPA,1,2.8632856466
Lanarkshire,Allers,2021-02-08,10/02/2021,14637629,Positive,12350,12873.95,11827.99,NA,12350.97,739.6086,14636160,6.81,NA,30764570.3,5.998301,SEPA,1,1.7914763287
Lanarkshire,Allers,2021-02-16,18/02/2021,14671492,Positive,60768,48214.09,73321.94,NA,60768.02,17753.93,14757120,15.12,NA,19436309.1,29.75615,SEPA,1,3.3930356664
Lanarkshire,Allers,2021-02-22,23/02/2021,14685416,Positive,46774,48548,45001,NA,46774.5,2508.108,17400960,13.35,NA,20880651.9,27.00737,SEPA,1,3.296109907
Lanarkshire,Allers,2021-03-01,03/03/2021,14718455,Positive,15091,13514.24,16668.21,NA,15091.22,2230.19,10272960,22.82,NA,15335336.8,5.144226,SEPA,1,1.637874894
Lanarkshire,Allers,2021-03-11,12/03/2021,14739067,Positive (DNQ),2164.133,2825.635,1502.631,NA,2164.133,935.5047,35838720,6.47,NA,31685226.4,2.573572,SEPA,1,0.9452949971
Lanarkshire,Allers,2021-03-19,22/03/2021,14748861,Positive (DNQ),3334,3212.774,3455.611,NA,3334.193,171.7115,NA,24.06,NA,14875204.8,1.645711,SEPA,1,0.4981726309
Lanarkshire,Allers,2021-03-24,25/03/2021,14765060,Positive (DNQ),3694,4020.613,3369.024,NA,3694.819,460.7425,NA,27.16,NA,13872657.8,1.700798,SEPA,1,0.5310976184
Lanarkshire,Allers,2021-04-01,06/04/2021,14786921,Positive (DNQ),8910,6942.836,10877.73,NA,8910.285,2782.393,NA,16.65,NA,18387054,5.436304,SEPA,1,1.6930994076
Lanarkshire,Allers,2021-04-08,09/04/2021,14817795,Positive (DNQ),3857,2184.57,2809.101,6580.126,3857.932,2378.08,NA,27.86,NA,13670897.7,1.750055,SEPA,1,0.5596470088
Lanarkshire,Allers,2021-04-15,16/04/2021,14834291,Positive,15269,13025.62,17512.95,NA,15269.28,3173.023,NA,30.34,NA,13015924.5,6.594678,SEPA,1,1.8862629744
Lanarkshire,Allers,2021-04-30,04/05/2021,14880347,Positive,12276,11146.44,13406.24,NA,12276.34,1597.918,NA,31.63,NA,12707603.8,5.176457,SEPA,1,1.6441207574
Lanarkshire,Allers,2021-05-06,07/05/2021,14890622,Positive (DNQ),7443,6011.88,8874.22,NA,7443.05,2023.98,NA,22.61,NA,15417179.8,3.80764,SEPA,1,1.3370095275
Lanarkshire,Allers,2021-05-13,14/05/2021,14914111,Positive,10590,10590.15,NA,NA,10590.15,NA,NA,13.04,NA,21165018.8,7.437392,SEPA,1,2.0065201843
Lanarkshire,Allers,2021-05-21,24/05/2021,14936581,Positive (DNQ),2386,1527.351,3245.262,NA,2386.307,1214.747,NA,25.78,NA,14295463.6,1.131943,SEPA,1,0.1239353851
Lanarkshire,Allers,2021-05-26,28/05/2021,14974449,Positive (DNQ),4087,4293.221,3881.003,NA,4087.112,291.4822,NA,22.53,NA,15448673.9,2.095114,SEPA,1,0.7396080177
Lanarkshire,Allers,2021-05-31,01/06/2021,14986444,Positive,12959,14598.41,11320.07,NA,12959.24,2318.137,NA,29.28,NA,13285165,5.712767,SEPA,1,1.74270355
Lanarkshire,Allers,2021-06-10,11/06/2021,15013724,Positive (DNQ),9469.943,7604.142,11335.74,NA,9469.943,2638.641,NA,31.19,NA,12810507.2,4.025443,SEPA,1,1.3926349797
Lanarkshire,Allers,2021-06-14,16/06/2021,15047063,Positive,14018,13982.83,14054.08,NA,14018.46,50.38656,NA,27.3,NA,13831654.3,6.433899,SEPA,1,1.8615807917
Lanarkshire,Allers,2021-06-25,28/06/2021,15070081,Positive,77538,77538.83,NA,NA,77538.83,NA,NA,21.6,NA,15828196.2,40.72402,SEPA,1,3.706818176
Lanarkshire,Allers,2021-07-02,05/07/2021,15092640,Positive,317623,336557,298690.9,NA,317624,26775.39,NA,31.15,NA,12819975.6,135.114,SEPA - Low Volume,1,4.9061190542
Lanarkshire,Allers,2021-07-09,12/07/2021,15120881,Positive,274111,230247.9,317975.1,NA,274111.5,62032.49,NA,29.39,NA,13256514.8,120.5748,SEPA - Low Volume,1,4.7922705771
Lanarkshire,Allers,2021-07-16,19/07/2021,15152258,Positive,172052,193231.9,150872.9,NA,172052.4,29952.39,NA,29.69,NA,13179229.5,75.24033,SEPA - Low Volume,1,4.3206874556
