,Site,Year,Week,x
3160,Strathaven,2021,27,18567
3161,Swinstie,2021,27,310843
3162,Tillicoultry,2021,27,36031
3163,Troqueer,2021,27,50123
3164,Turriff,2021,27,28677
3165,Whitburn,2021,27,97979.5
3166,Winchburgh,2021,27,83126.5
3167,Shieldhall,2020,28,0
3168,Troqueer,2020,28,0
3169,Allanfearn,2021,28,94041.3333333333
3170,Allers,2021,28,172052
3171,Alloa,2021,28,208317
3172,Alva,2021,28,43734
3173,Ardoch,2021,28,39349
3174,Aviemore,2021,28,893406
3175,Banchory,2021,28,26586
3176,Banff,2021,28,77679
3177,Bathgate,2021,28,93447
3178,Blackburn,2021,28,174816.5
3179,Blackridge,2021,28,5007354
3180,Blackwood,2021,28,1222774
3181,Blairgowrie,2021,28,275281
3182,Boness,2021,28,336147
3183,Bonnybridge,2021,28,46302
3184,Bothwellbank,2021,28,479350
3185,Bowhouse,2021,28,73177
3186,Buckie,2021,28,155606.5
3187,Carbarns,2021,28,336637
3188,Coldstream,2021,28,48909
3189,Cumnock,2021,28,107927
3190,Cupar,2021,28,57767.5
3191,Dalbeattie,2021,28,9748
3192,Dalmarnock,2021,28,329167
3193,Dalmuir,2021,28,261204
3194,Dalmuir - Auchinairn (6298),2021,28,230662
3195,Dalmuir - Auchinairn (6330),2021,28,154929
3196,Dalmuir - Clydebank,2021,28,62144
3197,Denny,2021,28,82213
3198,Dunbar,2021,28,457146
3199,Dunblane,2021,28,72818
3200,Dunfermline,2021,28,446915
3201,Duns,2021,28,18806
3202,East Calder,2021,28,107365
3203,Ellon,2021,28,39419
3204,Fairlie,2021,28,3846
3205,Falkirk,2021,28,112497
3206,Forfar,2021,28,190381
3207,Fort William,2021,28,94007
3208,Fraserburgh,2021,28,302608
3209,Hamilton,2021,28,220849
3210,Harthill,2021,28,234345
3211,Hatton,2021,28,185456
3212,Hatton - Fintry East,2021,28,135510
3213,Hatton - Fintry North,2021,28,460736.5
3214,Hatton - Fintry West,2021,28,1203845.5
3215,Helensburgh,2021,28,0
3216,Huntly,2021,28,10079
3217,Inverclyde,2021,28,58184.5
3218,Inverclyde - Gourock,2021,28,76945
3219,Inverurie,2021,28,NA
3220,Ironmill Bay,2021,28,58452.5
3221,Kirkcaldy,2021,28,155592
3222,Kirkwall,2021,28,58392
3223,Lanark,2021,28,42849
3224,Langholm,2021,28,38535
3225,Largs,2021,28,16822
3226,Lerwick,2021,28,7880
3227,Lesmahagow,2021,28,197298
3228,Levenmouth,2021,28,102123
3229,Linlithgow,2021,28,288059
3230,Loch Ryan,2021,28,4753
3231,Lockerbie,2021,28,6773
3232,Lossiemouth,2021,28,70381.5
3233,Maybole,2021,28,46217
3234,Meadowhead,2021,28,79188.5
3235,Meadowhead - Kilmarnock HMP,2021,28,122035
3236,Nairn,2021,28,59509
3237,Neilston,2021,28,96823
3238,New Cumnock,2021,28,132253
3239,Newburgh,2021,28,76814.5
3240,Newport & Tayport,2021,28,40532.5
3241,Newtown St Boswell,2021,28,36108.5
3242,Nigg,2021,28,85230
3243,Paisley,2021,28,194404
3244,Paisley - Blackhall,2021,28,131070
3245,Paisley - Brediland,2021,28,10008
3246,Penicuik,2021,28,469573
3247,Perth,2021,28,131329
3248,Peterhead,2021,28,9080
3249,Philipshill,2021,28,149783
3250,Sanquhar,2021,28,10849.5
3251,Seafield,2021,28,129971.5
3252,Seafield - Cockenzie,2021,28,512881
3253,Shieldhall,2021,28,152704
3254,Shieldhall - Barrhead,2021,28,219429
3255,Shieldhall - Gorbals,2021,28,81175
3256,Shieldhall - Pollockshields West,2021,28,10730
3257,Springfield,2021,28,76328
3258,St Andrews,2021,28,151441.5
3259,Stevenston,2021,28,56480.5
3260,Stevenston - Stevenston East,2021,28,58231
3261,Stevenston - Stevenston West,2021,28,3380
3262,Tillicoultry,2021,28,364863
3263,Troqueer,2021,28,25732
3264,Turriff,2021,28,12378
3265,Whitburn,2021,28,475173
3266,Winchburgh,2021,28,266669
3267,Shieldhall,2020,29,207
3268,Allanfearn,2021,29,87872.5
3269,Allers,2021,29,108883
3270,Alloa,2021,29,80889
3271,Alva,2021,29,91167.5
3272,Annan,2021,29,100038
3273,Ardoch,2021,29,23397
3274,Armadale,2021,29,222823
3275,Aviemore,2021,29,307115.5
3276,Banchory,2021,29,67907
3277,Banff,2021,29,105722
3278,Bathgate,2021,29,314239
3279,Blackburn,2021,29,98734
3280,Blackridge,2021,29,103366
3281,Blackwood,2021,29,644470
3282,Blairgowrie,2021,29,38453
3283,Boness,2021,29,63317.5
3284,Bonnybridge,2021,29,113820
3285,Bothwellbank,2021,29,66028
3286,Buckie,2021,29,83979.5
3287,Carbarns,2021,29,265335.5
3288,Coldstream,2021,29,83823.5
3289,Cumnock,2021,29,75879
3290,Cupar,2021,29,12456
3291,Dalbeattie,2021,29,63969
3292,Daldowie,2021,29,290884
3293,Dalmarnock,2021,29,174583
3294,Dalmuir,2021,29,135855
3295,Dalmuir - Auchinairn (6298),2021,29,16316
3296,Dalmuir - Auchinairn (6330),2021,29,77708.5
3297,Dalmuir - Clydebank,2021,29,70729.5
3298,Denny,2021,29,77096
3299,Dunbar,2021,29,113747
3300,Dunblane,2021,29,50609
3301,Dunfermline,2021,29,241501
3302,Dunnswood,2021,29,133366
3303,Duns,2021,29,24874.5
3304,East Calder,2021,29,89457
3305,Ellon,2021,29,20772
3306,Fairlie,2021,29,10355
3307,Falkirk,2021,29,55171
3308,Fauldhouse,2021,29,251179
3309,Forfar,2021,29,98126.5
3310,Fort William,2021,29,65124
3311,Fraserburgh,2021,29,185845
3312,Galashiels,2021,29,38377
3313,Girvan,2021,29,130916
3314,Hamilton,2021,29,227396
3315,Harthill,2021,29,185202
3316,Hatton,2021,29,91669.3333333333
3317,Hatton - Fintry East,2021,29,36283.5
3318,Hatton - Fintry North,2021,29,87141
3319,Hatton - Fintry West,2021,29,129318
3320,Hawick,2021,29,55408
3321,Helensburgh,2021,29,40713
3322,Huntly,2021,29,28940
3323,Inverclyde,2021,29,48628
3324,Inverclyde - Gourock,2021,29,28520.5
3325,Inverurie,2021,29,109973
3326,Ironmill Bay,2021,29,73775
3327,Kelso,2021,29,11992
3328,Kirkcaldy,2021,29,204382.5
3329,Kirkwall,2021,29,11457
3330,Lanark,2021,29,23777
3331,Langholm,2021,29,NA
3332,Largs,2021,29,15526.5
3333,Lerwick,2021,29,20202
3334,Lesmahagow,2021,29,47302
3335,Levenmouth,2021,29,137794.5
3336,Linlithgow,2021,29,94085
3337,Loch Ryan,2021,29,24446
3338,Lockerbie,2021,29,34714
3339,Lossiemouth,2021,29,69689
3340,Mauldslie,2021,29,188219
3341,Maybole,2021,29,10520
3342,Meadowhead,2021,29,100342
3343,Meadowhead - Kilmarnock HMP,2021,29,75862.5
3344,Nairn,2021,29,10311
3345,Neilston,2021,29,114729
3346,New Cumnock,2021,29,85509
3347,Newport & Tayport,2021,29,21799
3348,Newtown St Boswell,2021,29,427615
3349,Nigg,2021,29,142493
3350,Paisley,2021,29,215196
3351,Paisley - Blackhall,2021,29,196506
3352,Paisley - Brediland,2021,29,4994
3353,Peebles,2021,29,14299
3354,Perth,2021,29,63810.5
3355,Peterhead,2021,29,2742
3356,Philipshill,2021,29,118874
3357,Sanquhar,2021,29,80178.5
3358,Seafield,2021,29,109238.5
3359,Seafield - Cockenzie,2021,29,106149
3360,Selkirk,2021,29,20722
3361,Shieldhall,2021,29,106523.5
3362,Shieldhall - Barrhead,2021,29,239743
3363,Shieldhall - Gorbals,2021,29,66791
3364,Shieldhall - Pollockshields West,2021,29,60707
3365,Shotts,2021,29,305886
3366,Skellyton,2021,29,1006023
3367,Springfield,2021,29,68345
3368,St Andrews,2021,29,83431
3369,Stevenston,2021,29,23932
3370,Stevenston - Stevenston East,2021,29,9151
3371,Stevenston - Stevenston West,2021,29,16528
3372,Stirling,2021,29,32205
3373,Stonehouse,2021,29,22767
3374,Stornoway,2021,29,29391
3375,Strathaven,2021,29,79861
3376,Swinstie,2021,29,188434
3377,Tillicoultry,2021,29,388708.5
3378,Troqueer,2021,29,41926
3379,Turriff,2021,29,0
3380,Whitburn,2021,29,187304.5
3381,Winchburgh,2021,29,285443.5
3382,Shieldhall,2020,30,0
3383,Allanfearn,2021,30,129899
3384,Allers,2021,30,182675
3385,Alva,2021,30,38202
3386,Ardoch,2021,30,53865
3387,Armadale,2021,30,458937
3388,Aviemore,2021,30,156855.5
3389,Banchory,2021,30,13473
3390,Banff,2021,30,66583
3391,Bathgate,2021,30,53191.5
3392,Blackburn,2021,30,108830
3393,Blackridge,2021,30,282768
3394,Blackwood,2021,30,269243
3395,Blairgowrie,2021,30,121448
3396,Boness,2021,30,70719
3397,Bonnybridge,2021,30,76161
3398,Bothwellbank,2021,30,196492
3399,Buckie,2021,30,50516.5
3400,Carbarns,2021,30,267198.5
3401,Coldstream,2021,30,93771.5
3402,Cumnock,2021,30,161820
3403,Cupar,2021,30,34196
3404,Daldowie,2021,30,163726
3405,Dalmarnock,2021,30,222315
3406,Dalmuir,2021,30,99703.5
3407,Dalmuir - Auchinairn (6298),2021,30,33677.5
3408,Dalmuir - Auchinairn (6330),2021,30,57530
3409,Denny,2021,30,58686
3410,Dunbar,2021,30,37336
3411,Dunblane,2021,30,94404
3412,Dunfermline,2021,30,155100
3413,Dunnswood,2021,30,196190
3414,Duns,2021,30,5169
3415,East Calder,2021,30,132635
3416,Ellon,2021,30,63743
3417,Fairlie,2021,30,506.5
3418,Falkirk,2021,30,41372.5
3419,Fauldhouse,2021,30,102750
3420,Forfar,2021,30,26204
3421,Fort William,2021,30,94539
3422,Fraserburgh,2021,30,271528
3423,Galashiels,2021,30,23892
3424,Girvan,2021,30,111650
3425,Guardbridge,2021,30,21238
3426,Hamilton,2021,30,274085.5
3427,Harthill,2021,30,1090666
3428,Hatton,2021,30,72292.6666666667
3429,Hatton - Fintry East,2021,30,20087
3430,Hatton - Fintry North,2021,30,400315
3431,Hatton - Fintry West,2021,30,41649
3432,Hawick,2021,30,91694
3433,Helensburgh,2021,30,22123
3434,Huntly,2021,30,13049.5
3435,Inverclyde,2021,30,82074
3436,Inverclyde - Gourock,2021,30,76820.5
3437,Inverurie,2021,30,78960.5
3438,Ironmill Bay,2021,30,89532
3439,Kelso,2021,30,17405
3440,Kirkcaldy,2021,30,161368
3441,Kirkwall,2021,30,18027
3442,Lanark,2021,30,108909
3443,Langholm,2021,30,114540
3444,Largs,2021,30,18216
3445,Lerwick,2021,30,15315
3446,Lesmahagow,2021,30,51969
3447,Linlithgow,2021,30,60145.5
3448,Loch Ryan,2021,30,24511
3449,Lossiemouth,2021,30,90025
3450,Mauldslie,2021,30,122225
3451,Meadowhead,2021,30,79885
3452,Meadowhead - Kilmarnock HMP,2021,30,48499.5
3453,Neilston,2021,30,84256
3454,New Cumnock,2021,30,55360
3455,Newport & Tayport,2021,30,28150
3456,Newtown St Boswell,2021,30,106555
3457,Nigg,2021,30,105001.5
3458,Paisley,2021,30,111073
3459,Paisley - Blackhall,2021,30,37391.5
3460,Paisley - Brediland,2021,30,4745.5
3461,Peebles,2021,30,67972
3462,Penicuik,2021,30,105297
3463,Perth,2021,30,58019.5
3464,Peterhead,2021,30,12859.5
3465,Philipshill,2021,30,338275
3466,Sanquhar,2021,30,34823
3467,Seafield,2021,30,73713.5
3468,Seafield - Cockenzie,2021,30,24813
3469,Selkirk,2021,30,0
3470,Shieldhall,2021,30,91846.5
3471,Shieldhall - Barrhead,2021,30,65296
3472,Shieldhall - Gorbals,2021,30,31982.5
3473,Shieldhall - Pollockshields West,2021,30,22145.5
3474,Shotts,2021,30,283855
3475,Skellyton,2021,30,372332
3476,Springfield,2021,30,503563
3477,St Andrews,2021,30,81720.5
3478,St Andrews - University (2979),2021,30,5263.25
3479,St Andrews - University (4964),2021,30,569
3480,Stevenston,2021,30,42089
3481,Stevenston - Stevenston East,2021,30,41079.5
3482,Stevenston - Stevenston West,2021,30,653670
3483,Stirling,2021,30,34166
3484,Stonehouse,2021,30,39818
3485,Stornoway,2021,30,16058
3486,Strathaven,2021,30,37833
3487,Swinstie,2021,30,185965
3488,Tillicoultry,2021,30,164620
3489,Turriff,2021,30,1579.5
3490,Whitburn,2021,30,79766
3491,Winchburgh,2021,30,110262.5
3492,Dunfermline,2020,31,0
3493,Nigg,2020,31,0
3494,Allanfearn,2021,31,43437.5
3495,Alloa,2021,31,84715.5
3496,Annan,2021,31,43863
3497,Aviemore,2021,31,229339.5
3498,Banchory,2021,31,11086.5
3499,Banff,2021,31,21459
3500,Blairgowrie,2021,31,81673
3501,Boness,2021,31,90181
3502,Bonnybridge,2021,31,119024
3503,Carbarns,2021,31,409996.5
3504,Coldstream,2021,31,165615
3505,Dalbeattie,2021,31,48651
3506,Daldowie,2021,31,215042
3507,Dalmuir,2021,31,107500
3508,Dalmuir - Auchinairn (6298),2021,31,62512.5
3509,Dalmuir - Auchinairn (6330),2021,31,16319.5
3510,Denny,2021,31,NA
3511,Dunblane,2021,31,49484
3512,Dunfermline,2021,31,164294.5
3513,East Calder,2021,31,77699
3514,Ellon,2021,31,51534
3515,Eyemouth,2021,31,77373
3516,Fairlie,2021,31,5181
3517,Falkirk,2021,31,18805.5
3518,Fauldhouse,2021,31,16177
3519,Forfar,2021,31,31453
3520,Forres,2021,31,73207.6666666667
3521,Fort William,2021,31,114785.5
3522,Galashiels,2021,31,22846
3523,Guardbridge,2021,31,66983
3524,Hamilton,2021,31,183778
3525,Hatton,2021,31,44053.3333333333
3526,Hatton - Fintry East,2021,31,26020
3527,Hatton - Fintry North,2021,31,204857
3528,Hatton - Fintry West,2021,31,162730
3529,Hawick,2021,31,30827
3530,Helensburgh,2021,31,15142
3531,Huntly,2021,31,98062
3532,Inverclyde - Gourock,2021,31,189061
3533,Ironmill Bay,2021,31,8307
3534,Kirkcaldy,2021,31,70003
3535,Kirkwall,2021,31,19067
3536,Langholm,2021,31,32147
3537,Lerwick,2021,31,3205.5
3538,Loch Ryan,2021,31,13265
3539,Lockerbie,2021,31,69836.5
3540,Lossiemouth,2021,31,51696
3541,Meadowhead,2021,31,65825
3542,Nairn,2021,31,56094.5
3543,Newport & Tayport,2021,31,23651
3544,Newtown St Boswell,2021,31,4726
3545,Nigg,2021,31,87917.5
3546,Paisley,2021,31,98567
3547,Paisley - Blackhall,2021,31,66035
3548,Paisley - Brediland,2021,31,40506.5
3549,Peebles,2021,31,98077
3550,Peterhead,2021,31,5426.5
3551,Philipshill,2021,31,115310
3552,Seafield,2021,31,81990.3333333333
3553,Seafield - Cockenzie,2021,31,62549
3554,Shieldhall,2021,31,73017
3555,Shieldhall - Barrhead,2021,31,47439
3556,Shieldhall - Gorbals,2021,31,45923.5
3557,Shieldhall - Pollockshields West,2021,31,7404.5
3558,St Andrews,2021,31,56843
3559,St Andrews - University (2979),2021,31,0
3560,St Andrews - University (4964),2021,31,0
3561,Stevenston,2021,31,36819.5
3562,Stevenston - Stevenston East,2021,31,3946
3563,Stevenston - Stevenston West,2021,31,4978
3564,Stirling,2021,31,38555
3565,Stornoway,2021,31,25981
3566,Strathaven,2021,31,24407
3567,Troqueer,2021,31,29430
3568,Allanfearn,2020,32,435
3569,Carbarns,2020,32,0
3570,Dunfermline,2020,32,623
3571,Fort William,2020,32,626
3572,Levenmouth,2020,32,0
3573,Meadowhead,2020,32,0
3574,Nigg,2020,32,759
3575,Shieldhall,2020,32,0
3576,Stirling,2020,32,0
3577,Allanfearn,2021,32,43954.6666666667
3578,Alloa,2021,32,67159.5
3579,Annan,2021,32,69592
3580,Banchory,2021,32,28148
3581,Blackburn,2021,32,42617
3582,Blairgowrie,2021,32,57652
3583,Carbarns,2021,32,199829
3584,Coldstream,2021,32,160692
3585,Cupar,2021,32,82022
3586,Dalbeattie,2021,32,32342
3587,Daldowie,2021,32,66182
3588,Dalmarnock,2021,32,46509
3589,Dalmuir,2021,32,55818
3590,Dalmuir - Auchinairn (6298),2021,32,6384.5
3591,Dalmuir - Auchinairn (6330),2021,32,15467
3592,Dalmuir - Clydebank,2021,32,17392
3593,Dunfermline,2021,32,53752.5
3594,Dunnswood,2021,32,20359
3595,East Calder,2021,32,33292
3596,Eyemouth,2021,32,4591
3597,Fairlie,2021,32,0
3598,Falkirk,2021,32,62854
3599,Forfar,2021,32,7348.5
3600,Forres,2021,32,23609
3601,Fort William,2021,32,95832.5
3602,Galashiels,2021,32,46982
3603,Hamilton,2021,32,161841
3604,Hatton,2021,32,43375
3605,Hatton - Fintry East,2021,32,9682
3606,Hatton - Fintry North,2021,32,98556
3607,Hatton - Fintry West,2021,32,9562
3608,Hawick,2021,32,11563
3609,Helensburgh,2021,32,9231
3610,Huntly,2021,32,12462.5
3611,Inverclyde,2021,32,27378
3612,Inverclyde - Gourock,2021,32,44428
3613,Inverurie,2021,32,32306
3614,Kirkcaldy,2021,32,157089
3615,Kirkwall,2021,32,5910
3616,Langholm,2021,32,17213.5
3617,Lerwick,2021,32,2833
3618,Linlithgow,2021,32,81914
3619,Loch Ryan,2021,32,15310
3620,Lockerbie,2021,32,55010
3621,Lossiemouth,2021,32,37243.3333333333
3622,Meadowhead,2021,32,59366
3623,Meadowhead - Kilmarnock HMP,2021,32,5118
3624,Nairn,2021,32,18659
3625,Newtown St Boswell,2021,32,0
3626,Nigg,2021,32,54649
3627,Paisley,2021,32,6887
3628,Paisley - Blackhall,2021,32,13224.5
3629,Paisley - Brediland,2021,32,1381.5
3630,Peebles,2021,32,15065
3631,Peterhead,2021,32,36189
3632,Philipshill,2021,32,160684
3633,Seafield,2021,32,65969.3333333333
3634,Seafield - Cockenzie,2021,32,94424
3635,Shieldhall,2021,32,82182.5
3636,Shieldhall - Barrhead,2021,32,519126
3637,Shieldhall - Gorbals,2021,32,31256
3638,St Andrews - University (2979),2021,32,1200
3639,Stevenston,2021,32,47717
3640,Stevenston - Stevenston East,2021,32,1686.5
3641,Stevenston - Stevenston West,2021,32,168903
3642,Stirling,2021,32,18827
3643,Troqueer,2021,32,61631
3644,Allanfearn,2020,33,434
3645,Carbarns,2020,33,0
3646,Dalscone,2020,33,0
3647,Dunfermline,2020,33,66048
3648,Fort William,2020,33,0
3649,Kirkwall,2020,33,6066
3650,Levenmouth,2020,33,0
3651,Meadowhead,2020,33,0
3652,Nigg,2020,33,14608.5
3653,Peebles,2020,33,0
3654,Shieldhall,2020,33,1463.25
3655,Stirling,2020,33,0
3656,Allanfearn,2021,33,77068.75
3657,Alloa,2021,33,206421.5
3658,Annan,2021,33,104565
3659,Aviemore,2021,33,72017
3660,Banchory,2021,33,15506
3661,Bathgate,2021,33,161264
3662,Blackwood,2021,33,232701
3663,Blairgowrie,2021,33,111647
3664,Carbarns,2021,33,89445
3665,Coldstream,2021,33,NA
3666,Cupar,2021,33,229309
3667,Dalbeattie,2021,33,773950
3668,Daldowie,2021,33,94982
3669,Dalmarnock,2021,33,303438.5
3670,Dalmuir,2021,33,292142.5
3671,Dalmuir - Auchinairn (6298),2021,33,266375
3672,Dalmuir - Auchinairn (6330),2021,33,439936.5
3673,Dunblane,2021,33,158322
3674,Dunfermline,2021,33,187851
3675,Duns,2021,33,102886
3676,East Calder,2021,33,302550
3677,Ellon,2021,33,68891
3678,Fairlie,2021,33,3775
3679,Falkirk,2021,33,56211.5
3680,Fauldhouse,2021,33,178445.5
3681,Forfar,2021,33,29257.5
3682,Forres,2021,33,18904
3683,Fraserburgh,2021,33,80651
3684,Galashiels,2021,33,312430
3685,Girvan,2021,33,0
3686,Hamilton,2021,33,307787
3687,Hatton,2021,33,116583
3688,Hatton - Fintry East,2021,33,149503
3689,Hatton - Fintry North,2021,33,26576.5
3690,Hatton - Fintry West,2021,33,1385
3691,Hawick,2021,33,28097
3692,Helensburgh,2021,33,3482
3693,Huntly,2021,33,12060.5
3694,Inverclyde,2021,33,92972.5
3695,Inverclyde - Gourock,2021,33,122370
3696,Kelso,2021,33,0
3697,Kirkwall,2021,33,66937.5
3698,Lanark,2021,33,136108
3699,Langholm,2021,33,NA
3700,Lerwick,2021,33,0
3701,Lesmahagow,2021,33,19242
3702,Linlithgow,2021,33,37191
3703,Loch Ryan,2021,33,18224
3704,Lockerbie,2021,33,190775.5
3705,Lossiemouth,2021,33,83684.6666666667
3706,Meadowhead,2021,33,206032.333333333
3707,Meadowhead - Kilmarnock HMP,2021,33,2291.5
3708,Newburgh,2021,33,14581
3709,Newport & Tayport,2021,33,29280
3710,Newtown St Boswell,2021,33,19250
3711,Nigg,2021,33,121439.5
3712,Paisley,2021,33,282408
3713,Paisley - Blackhall,2021,33,142054.5
3714,Paisley - Brediland,2021,33,0
3715,Peebles,2021,33,48722
3716,Perth,2021,33,170479
3717,Peterhead,2021,33,55751
3718,Philipshill,2021,33,145814
3719,Seafield,2021,33,161808.666666667
3720,Seafield - Cockenzie,2021,33,137849
3721,Shieldhall,2021,33,316145.5
3722,Shieldhall - Barrhead,2021,33,121498.5
3723,Shieldhall - Gorbals,2021,33,89048.5
3724,Shieldhall - Pollockshields West,2021,33,37600.5
3725,Shotts,2021,33,191062
3726,Springfield,2021,33,70517
3727,St Andrews - University (2979),2021,33,209640
3728,St Andrews - University (4964),2021,33,2969
3729,Stevenston,2021,33,214805
3730,Stevenston - Stevenston East,2021,33,151433
3731,Stevenston - Stevenston West,2021,33,158489
3732,Stirling,2021,33,NA
3733,Stirling - University,2021,33,4182.5
3734,Troqueer,2021,33,350389
3735,Turriff,2021,33,36166
3736,Allanfearn,2020,34,698
3737,Annan,2020,34,0
3738,Carbarns,2020,34,0
3739,Dalbeattie,2020,34,0
3740,Dalmuir,2020,34,1738
3741,Dalscone,2020,34,0
3742,Dunfermline,2020,34,2718
3743,Falkirk,2020,34,0
3744,Fort William,2020,34,0
3745,Galashiels,2020,34,0
3746,Hamilton,2020,34,954
3747,Hatton,2020,34,10714
3748,Hawick,2020,34,0
3749,Helensburgh,2020,34,0
3750,Kirkwall,2020,34,36871
3751,Lerwick,2020,34,0
3752,Levenmouth,2020,34,376.25
3753,Lockerbie,2020,34,0
3754,Meadowhead,2020,34,0
3755,Nairn,2020,34,0
3756,Nigg,2020,34,8938
3757,Peebles,2020,34,0
3758,Philipshill,2020,34,0
3759,Seafield,2020,34,0
3760,Shieldhall,2020,34,1547.25
3761,Stirling,2020,34,0
3762,Stornoway,2020,34,0
3763,Troqueer,2020,34,0
3764,Allanfearn,2021,34,290007.75
3765,Alloa,2021,34,340498.5
3766,Annan,2021,34,517191
3767,Aviemore,2021,34,144177
3768,Banchory,2021,34,247314
3769,Banff,2021,34,375741
3770,Blairgowrie,2021,34,102601
3771,Bonnybridge,2021,34,183711
3772,Bowhouse,2021,34,219176
3773,Buckie,2021,34,77262
3774,Carbarns,2021,34,387008.5
3775,Coldstream,2021,34,150142
3776,Dalbeattie,2021,34,657226
3777,Daldowie,2021,34,162266
3778,Dalmarnock,2021,34,264205
3779,Dalmuir,2021,34,227325.5
3780,Dalmuir - Auchinairn (6298),2021,34,265238.5
3781,Dalmuir - Auchinairn (6330),2021,34,347715
3782,Denny,2021,34,66581
3783,Dunbar,2021,34,162048
3784,Dunblane,2021,34,59956
3785,Dunfermline,2021,34,383694
3786,Duns,2021,34,11605
3787,Fairlie,2021,34,12133
3788,Falkirk,2021,34,108530
3789,Fauldhouse,2021,34,540477
3790,Forfar,2021,34,84464
3791,Forres,2021,34,59636
3792,Fort William,2021,34,195740.5
3793,Fraserburgh,2021,34,118549
3794,Galashiels,2021,34,425367
3795,Guardbridge,2021,34,75487
3796,Hamilton,2021,34,454507.5
3797,Hatton,2021,34,188996.333333333
3798,Hatton - Fintry East,2021,34,13075
3799,Hatton - Fintry North,2021,34,322374.5
3800,Hatton - Fintry West,2021,34,89672
3801,Hawick,2021,34,155165
3802,Helensburgh,2021,34,3923
3803,Huntly,2021,34,292395.5
3804,Inverclyde,2021,34,106049
3805,Inverclyde - Gourock,2021,34,255345.5
3806,Kirkwall,2021,34,20943
3807,Langholm,2021,34,25454
3808,Lerwick,2021,34,3066
3809,Loch Ryan,2021,34,76294.5
3810,Lockerbie,2021,34,237934.5
3811,Lossiemouth,2021,34,79799.6666666667
3812,Mauldslie,2021,34,324400
3813,Meadowhead,2021,34,255974
3814,Meadowhead - Kilmarnock HMP,2021,34,14879
3815,Nairn,2021,34,204045
3816,Newburgh,2021,34,66043
3817,Newtown St Boswell,2021,34,75880
3818,Nigg,2021,34,271819.5
3819,Paisley - Blackhall,2021,34,223024
3820,Paisley - Brediland,2021,34,9458
3821,Peebles,2021,34,32348
3822,Penicuik,2021,34,541256
3823,Peterhead,2021,34,19149
3824,Philipshill,2021,34,892467
3825,Sanquhar,2021,34,43425
3826,Seafield,2021,34,213909.666666667
3827,Seafield - Cockenzie,2021,34,NA
3828,Shieldhall,2021,34,340234
3829,Shieldhall - Barrhead,2021,34,420980.5
3830,Shieldhall - Gorbals,2021,34,301957.5
3831,Shieldhall - Pollockshields West,2021,34,851488.5
3832,Skellyton,2021,34,518244
3833,St Andrews - University (2979),2021,34,40901.5
3834,St Andrews - University (4964),2021,34,7835
3835,Stevenston,2021,34,153449.5
3836,Stevenston - Stevenston East,2021,34,180893
3837,Stevenston - Stevenston West,2021,34,785548
3838,Stirling,2021,34,106778
3839,Stirling - University,2021,34,8189
3840,Stornoway,2021,34,84717
3841,Troqueer,2021,34,148130.5
3842,Turriff,2021,34,24464
3843,Winchburgh,2021,34,135415
3844,Allanfearn,2020,35,353.5
3845,Annan,2020,35,0
3846,Carbarns,2020,35,5175.75
3847,Dalbeattie,2020,35,0
3848,Dalmuir,2020,35,10913
3849,Dalscone,2020,35,0
3850,Dunfermline,2020,35,1155.5
3851,Falkirk,2020,35,0
3852,Fort William,2020,35,689
3853,Galashiels,2020,35,0
3854,Hamilton,2020,35,698
3855,Hatton,2020,35,8360
3856,Hawick,2020,35,3893
3857,Helensburgh,2020,35,0
3858,Kirkwall,2020,35,4418
3859,Lerwick,2020,35,0
3860,Levenmouth,2020,35,1616.5
3861,Lockerbie,2020,35,0
3862,Nairn,2020,35,0
3863,Nigg,2020,35,2389.75
3864,Peebles,2020,35,0
3865,Philipshill,2020,35,670
3866,Seafield,2020,35,1594
3867,Shieldhall,2020,35,1745.25
3868,Stirling,2020,35,439
3869,Stornoway,2020,35,0
3870,Troqueer,2020,35,0
3871,Allanfearn,2021,35,557842.333333333
3872,Allers,2021,35,960625
3873,Alloa,2021,35,447929
3874,Alva,2021,35,245351
3875,Annan,2021,35,191323
3876,Ardoch,2021,35,17081
3877,Armadale,2021,35,756657
3878,Aviemore,2021,35,246207.5
3879,Banchory,2021,35,139844
3880,Banff,2021,35,1084797.66666667
3881,Bathgate,2021,35,198609.5
3882,Blackburn,2021,35,734880.5
3883,Blackridge,2021,35,154556.5
3884,Blackwood,2021,35,557769
3885,Blairgowrie,2021,35,155956
3886,Boness,2021,35,323229
3887,Bonnybridge,2021,35,171421
3888,Bothwellbank,2021,35,904681
3889,Bowhouse,2021,35,468727.5
3890,Buckie,2021,35,25202
3891,Carbarns,2021,35,646916.5
3892,Coldstream,2021,35,639348.5
3893,Cumnock,2021,35,254938
3894,Cupar,2021,35,120793
3895,Dalbeattie,2021,35,315605
3896,Daldowie,2021,35,196525
3897,Dalmarnock,2021,35,824444
3898,Dalmuir,2021,35,657170
3899,Dalmuir - Auchinairn (6298),2021,35,483323
3900,Dalmuir - Auchinairn (6330),2021,35,334452
3901,Denny,2021,35,5996.5
3902,Dunbar,2021,35,351300
3903,Dunblane,2021,35,162798
3904,Dunfermline,2021,35,477571.5
3905,Dunnswood,2021,35,880179
3906,Duns,2021,35,40548
3907,East Calder,2021,35,299045
3908,Ellon,2021,35,263781
3909,Eyemouth,2021,35,220687.5
3910,Fairlie,2021,35,14464.5
