Health Area,Site Name,Date,Population Band,Population,Result Description - N1 Gene,Reported Value - N1 Gene (gc/l),Days Since Sampled
Lanarkshire,Stonehouse,26/03/2021,4k - 10k,5042,Weak Positive,658,328 days
Lanarkshire,Stonehouse,02/04/2021,4k - 10k,5042,Positive (DNQ),3529,321 days
Lanarkshire,Stonehouse,06/04/2021,4k - 10k,5042,Positive (DNQ),2400,317 days
Lanarkshire,Stonehouse,27/04/2021,4k - 10k,5042,Positive,45332,296 days
Lanarkshire,Stonehouse,05/05/2021,4k - 10k,5042,Weak Positive,658,288 days
Lanarkshire,Stonehouse,10/05/2021,4k - 10k,5042,Weak Positive,658,283 days
Lanarkshire,Stonehouse,17/05/2021,4k - 10k,5042,Positive,12707,276 days
Lanarkshire,Stonehouse,26/05/2021,4k - 10k,5042,Negative,0,267 days
Lanarkshire,Stonehouse,03/06/2021,4k - 10k,5042,Positive,15035,259 days
Lanarkshire,Stonehouse,11/06/2021,4k - 10k,5042,Positive,36705,251 days
Lanarkshire,Stonehouse,18/06/2021,4k - 10k,5042,Positive (DNQ),6989,244 days
Lanarkshire,Stonehouse,22/06/2021,4k - 10k,5042,Positive,28741,240 days
Lanarkshire,Stonehouse,29/06/2021,4k - 10k,5042,Positive (DNQ),11068,233 days
Lanarkshire,Stonehouse,07/07/2021,4k - 10k,5042,Positive,81885,225 days
Lanarkshire,Stonehouse,21/07/2021,4k - 10k,5042,Positive,22767,211 days
Lanarkshire,Stonehouse,26/07/2021,4k - 10k,5042,Positive,39818,206 days
Lanarkshire,Stonehouse,30/08/2021,4k - 10k,5042,Positive,421327,171 days
Lanarkshire,Stonehouse,06/09/2021,4k - 10k,5042,Positive,423859,164 days
Lanarkshire,Stonehouse,15/09/2021,4k - 10k,5042,Positive,143356,155 days
Lanarkshire,Stonehouse,05/10/2021,4k - 10k,5042,Positive,63516,135 days
Lanarkshire,Stonehouse,21/10/2021,4k - 10k,5042,Positive,23535,119 days
Lanarkshire,Stonehouse,05/11/2021,4k - 10k,5042,Positive,88902,104 days
Lanarkshire,Stonehouse,12/11/2021,4k - 10k,5042,Positive,85800,97 days
Lanarkshire,Stonehouse,19/11/2021,4k - 10k,5042,Positive,22475,90 days
Lanarkshire,Stonehouse,09/12/2021,4k - 10k,5042,Positive,81023,70 days
Lanarkshire,Stonehouse,16/12/2021,4k - 10k,5042,Positive,115769,63 days
Lanarkshire,Stonehouse,29/12/2021,4k - 10k,5042,Positive,411286,50 days
Lanarkshire,Stonehouse,04/01/2022,4k - 10k,5042,Positive,48326,44 days
Lanarkshire,Stonehouse,07/02/2022,4k - 10k,5042,Weak Positive,658,10 days
Lanarkshire,Strathaven,08/01/2021,4k - 10k,6957,Positive,24463,405 days
Lanarkshire,Strathaven,12/01/2021,4k - 10k,6957,Positive,25363,401 days
Lanarkshire,Strathaven,19/01/2021,4k - 10k,6957,Positive,20469,394 days
Lanarkshire,Strathaven,25/01/2021,4k - 10k,6957,Positive (DNQ),7078,388 days
Lanarkshire,Strathaven,02/02/2021,4k - 10k,6957,Positive (DNQ),5737,380 days
Lanarkshire,Strathaven,10/02/2021,4k - 10k,6957,Positive (DNQ),1874,372 days
Lanarkshire,Strathaven,15/02/2021,4k - 10k,6957,Positive (DNQ),2034,367 days
Lanarkshire,Strathaven,22/02/2021,4k - 10k,6957,Positive,77464,360 days
Lanarkshire,Strathaven,01/03/2021,4k - 10k,6957,Positive,38833,353 days
Lanarkshire,Strathaven,11/03/2021,4k - 10k,6957,Positive (DNQ),3872,343 days
Lanarkshire,Strathaven,18/03/2021,4k - 10k,6957,Positive (DNQ),5878,336 days
Lanarkshire,Strathaven,26/03/2021,4k - 10k,6957,Positive,16251,328 days
Lanarkshire,Strathaven,02/04/2021,4k - 10k,6957,Positive,10591,321 days
Lanarkshire,Strathaven,06/04/2021,4k - 10k,6957,Positive,10351,317 days
Lanarkshire,Strathaven,27/04/2021,4k - 10k,6957,Positive,21201,296 days
Lanarkshire,Strathaven,05/05/2021,4k - 10k,6957,Positive,21929,288 days
Lanarkshire,Strathaven,11/05/2021,4k - 10k,6957,Positive (DNQ),6903,282 days
Lanarkshire,Strathaven,17/05/2021,4k - 10k,6957,Weak Positive,658,276 days
Lanarkshire,Strathaven,25/05/2021,4k - 10k,6957,Positive (DNQ),2443,268 days
Lanarkshire,Strathaven,03/06/2021,4k - 10k,6957,Negative,0,259 days
Lanarkshire,Strathaven,08/07/2021,4k - 10k,6957,Positive,18567,224 days
Lanarkshire,Strathaven,20/07/2021,4k - 10k,6957,Positive,79861,212 days
Lanarkshire,Strathaven,26/07/2021,4k - 10k,6957,Positive,37834,206 days
Lanarkshire,Strathaven,05/08/2021,4k - 10k,6957,Positive,24407,196 days
Lanarkshire,Strathaven,30/08/2021,4k - 10k,6957,Positive,408898,171 days
Lanarkshire,Strathaven,24/09/2021,4k - 10k,6957,Positive,27755,146 days
Lanarkshire,Strathaven,01/10/2021,4k - 10k,6957,Positive,90027,139 days
Lanarkshire,Strathaven,05/10/2021,4k - 10k,6957,Positive,52058,135 days
Lanarkshire,Strathaven,05/11/2021,4k - 10k,6957,Positive,43854,104 days
Lanarkshire,Strathaven,12/11/2021,4k - 10k,6957,Positive,92400,97 days
Lanarkshire,Strathaven,19/11/2021,4k - 10k,6957,Positive,26812,90 days
Lanarkshire,Strathaven,01/12/2021,4k - 10k,6957,Positive,12868,78 days
Lanarkshire,Strathaven,16/12/2021,4k - 10k,6957,Positive,19177,63 days
Lanarkshire,Strathaven,04/01/2022,4k - 10k,6957,Positive,86744,44 days
Lanarkshire,Strathaven,31/01/2022,4k - 10k,6957,Positive,41541,17 days
Lanarkshire,Strathaven,08/02/2022,4k - 10k,6957,Positive,101703,9 days
Lanarkshire,Swinstie,08/01/2021,10k - 100k,10508,Positive,62810,405 days
Lanarkshire,Swinstie,15/01/2021,10k - 100k,10508,Positive,66857,398 days
Lanarkshire,Swinstie,27/01/2021,10k - 100k,10508,Positive,10795,386 days
Lanarkshire,Swinstie,04/02/2021,10k - 100k,10508,Positive,24776,378 days
Lanarkshire,Swinstie,19/02/2021,10k - 100k,10508,Positive,32812,363 days
Lanarkshire,Swinstie,24/02/2021,10k - 100k,10508,Positive (DNQ),7581,358 days
Lanarkshire,Swinstie,03/03/2021,10k - 100k,10508,Positive,16555,351 days
Lanarkshire,Swinstie,08/03/2021,10k - 100k,10508,Positive,27089,346 days
Lanarkshire,Swinstie,18/03/2021,10k - 100k,10508,Positive,27011,336 days
Lanarkshire,Swinstie,23/03/2021,10k - 100k,10508,Positive,132188,331 days
Lanarkshire,Swinstie,01/04/2021,10k - 100k,10508,Positive,62820,322 days
Lanarkshire,Swinstie,06/04/2021,10k - 100k,10508,Positive,21167,317 days
Lanarkshire,Swinstie,12/04/2021,10k - 100k,10508,Positive,20788,311 days
Lanarkshire,Swinstie,27/04/2021,10k - 100k,10508,Positive,11921,296 days
Lanarkshire,Swinstie,10/05/2021,10k - 100k,10508,Positive (DNQ),3368,283 days
Lanarkshire,Swinstie,01/06/2021,10k - 100k,10508,Weak Positive,658,261 days
Lanarkshire,Swinstie,11/06/2021,10k - 100k,10508,Positive,38263,251 days
Lanarkshire,Swinstie,15/06/2021,10k - 100k,10508,Positive (DNQ),4964,247 days
Lanarkshire,Swinstie,30/06/2021,10k - 100k,10508,Positive,33705,232 days
Lanarkshire,Swinstie,07/07/2021,10k - 100k,10508,Positive,310843,225 days
Lanarkshire,Swinstie,21/07/2021,10k - 100k,10508,Positive,188434,211 days
Lanarkshire,Swinstie,27/07/2021,10k - 100k,10508,Positive,185966,205 days
Lanarkshire,Swinstie,30/08/2021,10k - 100k,10508,Positive,1359413,171 days
Lanarkshire,Swinstie,15/09/2021,10k - 100k,10508,Positive,300738,155 days
Lanarkshire,Swinstie,05/10/2021,10k - 100k,10508,Positive,33622,135 days
Lanarkshire,Swinstie,21/10/2021,10k - 100k,10508,Positive,17394,119 days
Lanarkshire,Swinstie,05/11/2021,10k - 100k,10508,Positive,33066,104 days
Lanarkshire,Swinstie,12/11/2021,10k - 100k,10508,Positive,97426,97 days
Lanarkshire,Swinstie,19/11/2021,10k - 100k,10508,Positive,47176,90 days
Lanarkshire,Swinstie,16/12/2021,10k - 100k,10508,Positive,32664,63 days
Lanarkshire,Swinstie,28/01/2022,10k - 100k,10508,Positive,57906,20 days
Lanarkshire,Swinstie,11/02/2022,10k - 100k,10508,Positive,72632,6 days
Lothian,Armadale,14/12/2020,10k - 100k,12225,Positive,12986,430 days
Lothian,Armadale,21/12/2020,10k - 100k,12225,Positive,60285,423 days
Lothian,Armadale,08/01/2021,10k - 100k,12225,Positive,33772,405 days
Lothian,Armadale,13/01/2021,10k - 100k,12225,Positive,37537,400 days
Lothian,Armadale,21/01/2021,10k - 100k,12225,Positive,20584,392 days
Lothian,Armadale,25/01/2021,10k - 100k,12225,Positive,236473,388 days
Lothian,Armadale,01/02/2021,10k - 100k,12225,Positive,54462,381 days
Lothian,Armadale,08/02/2021,10k - 100k,12225,Positive,112476,374 days
Lothian,Armadale,19/02/2021,10k - 100k,12225,Positive,182271,363 days
Lothian,Armadale,23/02/2021,10k - 100k,12225,Positive,53113,359 days
Lothian,Armadale,25/02/2021,10k - 100k,12225,Positive,21167,357 days
Lothian,Armadale,02/03/2021,10k - 100k,12225,Positive,12680,352 days
Lothian,Armadale,03/03/2021,10k - 100k,12225,Positive,14291,351 days
Lothian,Armadale,11/03/2021,10k - 100k,12225,Positive,36848,343 days
Lothian,Armadale,12/03/2021,10k - 100k,12225,Positive,23454,342 days
Lothian,Armadale,17/03/2021,10k - 100k,12225,Positive,14687,337 days
Lothian,Armadale,18/03/2021,10k - 100k,12225,Positive,22147,336 days
Lothian,Armadale,24/03/2021,10k - 100k,12225,Positive,13549,330 days
Lothian,Armadale,25/03/2021,10k - 100k,12225,Positive,15452,329 days
Lothian,Armadale,01/04/2021,10k - 100k,12225,Positive (DNQ),2228,322 days
Lothian,Armadale,02/04/2021,10k - 100k,12225,Positive (DNQ),3638,321 days
Lothian,Armadale,06/04/2021,10k - 100k,12225,Positive,15280,317 days
Lothian,Armadale,07/04/2021,10k - 100k,12225,Positive (DNQ),7830,316 days
Lothian,Armadale,12/04/2021,10k - 100k,12225,Positive (DNQ),2111,311 days
Lothian,Armadale,13/04/2021,10k - 100k,12225,Positive (DNQ),1361,310 days
Lothian,Armadale,27/04/2021,10k - 100k,12225,Positive (DNQ),6460,296 days
Lothian,Armadale,28/04/2021,10k - 100k,12225,Positive (DNQ),3816,295 days
Lothian,Armadale,04/05/2021,10k - 100k,12225,Positive,20733,289 days
Lothian,Armadale,05/05/2021,10k - 100k,12225,Positive (DNQ),8249,288 days
Lothian,Armadale,10/05/2021,10k - 100k,12225,Positive,11765,283 days
Lothian,Armadale,11/05/2021,10k - 100k,12225,Positive,12607,282 days
Lothian,Armadale,21/05/2021,10k - 100k,12225,Weak Positive,658,272 days
Lothian,Armadale,26/05/2021,10k - 100k,12225,Positive (DNQ),8247,267 days
Lothian,Armadale,27/05/2021,10k - 100k,12225,Positive,68284,266 days
Lothian,Armadale,31/05/2021,10k - 100k,12225,Positive,21613,262 days
Lothian,Armadale,02/06/2021,10k - 100k,12225,Positive,16584,260 days
Lothian,Armadale,07/06/2021,10k - 100k,12225,Positive (DNQ),9930,255 days
Lothian,Armadale,09/06/2021,10k - 100k,12225,Positive (DNQ),11960,253 days
Lothian,Armadale,14/06/2021,10k - 100k,12225,Positive,69117,248 days
Lothian,Armadale,16/06/2021,10k - 100k,12225,Positive,66458,246 days
Lothian,Armadale,21/06/2021,10k - 100k,12225,Positive,39616,241 days
Lothian,Armadale,23/06/2021,10k - 100k,12225,Positive,158941,239 days
Lothian,Armadale,28/06/2021,10k - 100k,12225,Positive,267866,234 days
Lothian,Armadale,01/07/2021,10k - 100k,12225,Positive,325648,231 days
Lothian,Armadale,06/07/2021,10k - 100k,12225,Positive,265019,226 days
Lothian,Armadale,20/07/2021,10k - 100k,12225,Positive,128555,212 days
Lothian,Armadale,23/07/2021,10k - 100k,12225,Positive,317092,209 days
Lothian,Armadale,27/07/2021,10k - 100k,12225,Positive,174279,205 days
Lothian,Armadale,29/07/2021,10k - 100k,12225,Positive,743596,203 days
Lothian,Armadale,31/08/2021,10k - 100k,12225,Positive,550148,170 days
Lothian,Armadale,03/09/2021,10k - 100k,12225,Positive,963166,167 days
Lothian,Armadale,08/09/2021,10k - 100k,12225,Positive,1102895,162 days
Lothian,Armadale,14/09/2021,10k - 100k,12225,Positive,645462,156 days
Lothian,Armadale,16/09/2021,10k - 100k,12225,Positive,483849,154 days
Lothian,Armadale,01/10/2021,10k - 100k,12225,Positive,176780,139 days
Lothian,Armadale,05/10/2021,10k - 100k,12225,Positive,51718,135 days
Lothian,Armadale,18/10/2021,10k - 100k,12225,Positive,45394,122 days
Lothian,Armadale,20/10/2021,10k - 100k,12225,Positive,135659,120 days
Lothian,Armadale,26/10/2021,10k - 100k,12225,Positive,162596,114 days
Lothian,Armadale,28/10/2021,10k - 100k,12225,Positive,313839,112 days
Lothian,Armadale,02/11/2021,10k - 100k,12225,Positive,93693,107 days
Lothian,Armadale,04/11/2021,10k - 100k,12225,Positive,123224,105 days
Lothian,Armadale,09/11/2021,10k - 100k,12225,Positive,121853,100 days
Lothian,Armadale,11/11/2021,10k - 100k,12225,Positive,156247,98 days
Lothian,Armadale,16/11/2021,10k - 100k,12225,Positive,163241,93 days
Lothian,Armadale,18/11/2021,10k - 100k,12225,Positive,212935,91 days
Lothian,Armadale,23/11/2021,10k - 100k,12225,Positive,166631,86 days
Lothian,Armadale,25/11/2021,10k - 100k,12225,Positive,279162,84 days
Lothian,Armadale,30/11/2021,10k - 100k,12225,Positive,119674,79 days
Lothian,Armadale,07/12/2021,10k - 100k,12225,Positive,283472,72 days
Lothian,Armadale,05/01/2022,10k - 100k,12225,Positive,1697777,43 days
Lothian,Armadale,27/01/2022,10k - 100k,12225,Positive,77724,21 days
Lothian,Armadale,01/02/2022,10k - 100k,12225,Positive,374365,16 days
Lothian,Armadale,04/02/2022,10k - 100k,12225,Positive,422373,13 days
Lothian,Armadale,08/02/2022,10k - 100k,12225,Positive,421605,9 days
Lothian,Armadale,11/02/2022,10k - 100k,12225,Positive,150754,6 days
Lothian,Bathgate,14/12/2020,10k - 100k,13272,Positive,38394,430 days
Lothian,Bathgate,08/01/2021,10k - 100k,13272,Positive,12293,405 days
Lothian,Bathgate,13/01/2021,10k - 100k,13272,Positive,13479,400 days
Lothian,Bathgate,21/01/2021,10k - 100k,13272,Negative,0,392 days
Lothian,Bathgate,25/01/2021,10k - 100k,13272,Positive,61049,388 days
Lothian,Bathgate,01/02/2021,10k - 100k,13272,Positive,72119,381 days
Lothian,Bathgate,08/02/2021,10k - 100k,13272,Positive,110434,374 days
Lothian,Bathgate,10/02/2021,10k - 100k,13272,Positive,12927,372 days
Lothian,Bathgate,15/02/2021,10k - 100k,13272,Positive,40004,367 days
Lothian,Bathgate,19/02/2021,10k - 100k,13272,Positive,46940,363 days
Lothian,Bathgate,23/02/2021,10k - 100k,13272,Positive,18849,359 days
Lothian,Bathgate,25/02/2021,10k - 100k,13272,Positive,59636,357 days
Lothian,Bathgate,02/03/2021,10k - 100k,13272,Positive,54297,352 days
Lothian,Bathgate,03/03/2021,10k - 100k,13272,Positive,33990,351 days
Lothian,Bathgate,11/03/2021,10k - 100k,13272,Positive (DNQ),6074,343 days
Lothian,Bathgate,12/03/2021,10k - 100k,13272,Positive (DNQ),9954,342 days
Lothian,Bathgate,17/03/2021,10k - 100k,13272,Positive,13965,337 days
Lothian,Bathgate,18/03/2021,10k - 100k,13272,Positive,13437,336 days
Lothian,Bathgate,24/03/2021,10k - 100k,13272,Positive,11928,330 days
Lothian,Bathgate,25/03/2021,10k - 100k,13272,Positive (DNQ),3682,329 days
Lothian,Bathgate,01/04/2021,10k - 100k,13272,Positive,51697,322 days
Lothian,Bathgate,02/04/2021,10k - 100k,13272,Positive,24433,321 days
Lothian,Bathgate,12/04/2021,10k - 100k,13272,Positive (DNQ),1786,311 days
Lothian,Bathgate,13/04/2021,10k - 100k,13272,Positive (DNQ),2950,310 days
Lothian,Bathgate,26/04/2021,10k - 100k,13272,Positive (DNQ),3651,297 days
Lothian,Bathgate,27/04/2021,10k - 100k,13272,Positive (DNQ),4468,296 days
Lothian,Bathgate,04/05/2021,10k - 100k,13272,Positive (DNQ),3445,289 days
Lothian,Bathgate,05/05/2021,10k - 100k,13272,Positive (DNQ),5835,288 days
Lothian,Bathgate,11/05/2021,10k - 100k,13272,Positive,18425,282 days
Lothian,Bathgate,20/05/2021,10k - 100k,13272,Positive (DNQ),6907,273 days
Lothian,Bathgate,27/05/2021,10k - 100k,13272,Positive (DNQ),5543,266 days
Lothian,Bathgate,31/05/2021,10k - 100k,13272,Negative,0,262 days
Lothian,Bathgate,02/06/2021,10k - 100k,13272,Positive,33808,260 days
Lothian,Bathgate,07/06/2021,10k - 100k,13272,Positive (DNQ),5091,255 days
Lothian,Bathgate,14/06/2021,10k - 100k,13272,Weak Positive,658,248 days
Lothian,Bathgate,21/06/2021,10k - 100k,13272,Positive,22555,241 days
Lothian,Bathgate,23/06/2021,10k - 100k,13272,Positive,197241,239 days
Lothian,Bathgate,28/06/2021,10k - 100k,13272,Positive,362804,234 days
Lothian,Bathgate,01/07/2021,10k - 100k,13272,Positive,558525,231 days
Lothian,Bathgate,06/07/2021,10k - 100k,13272,Positive,66979,226 days
Lothian,Bathgate,08/07/2021,10k - 100k,13272,Positive,265671,224 days
Lothian,Bathgate,13/07/2021,10k - 100k,13272,Positive,93448,219 days
Lothian,Bathgate,20/07/2021,10k - 100k,13272,Positive,114721,212 days
Lothian,Bathgate,23/07/2021,10k - 100k,13272,Positive,513758,209 days
Lothian,Bathgate,27/07/2021,10k - 100k,13272,Positive,54633,205 days
Lothian,Bathgate,29/07/2021,10k - 100k,13272,Positive,51751,203 days
Lothian,Bathgate,18/08/2021,10k - 100k,13272,Positive,161264,183 days
Lothian,Bathgate,31/08/2021,10k - 100k,13272,Positive,203006,170 days
Lothian,Bathgate,03/09/2021,10k - 100k,13272,Positive,194213,167 days
Lothian,Bathgate,08/09/2021,10k - 100k,13272,Positive,205206,162 days
Lothian,Bathgate,14/09/2021,10k - 100k,13272,Positive,233655,156 days
Lothian,Bathgate,01/10/2021,10k - 100k,13272,Positive,89091,139 days
Lothian,Bathgate,05/10/2021,10k - 100k,13272,Positive,168380,135 days
Lothian,Bathgate,19/10/2021,10k - 100k,13272,Positive,85046,121 days
Lothian,Bathgate,20/10/2021,10k - 100k,13272,Positive,97351,120 days
Lothian,Bathgate,28/10/2021,10k - 100k,13272,Positive,41718,112 days
Lothian,Bathgate,02/11/2021,10k - 100k,13272,Positive,30382,107 days
Lothian,Bathgate,04/11/2021,10k - 100k,13272,Positive,90602,105 days
Lothian,Bathgate,09/11/2021,10k - 100k,13272,Positive,48230,100 days
Lothian,Bathgate,11/11/2021,10k - 100k,13272,Positive,275019,98 days
Lothian,Bathgate,16/11/2021,10k - 100k,13272,Positive,120846,93 days
Lothian,Bathgate,25/11/2021,10k - 100k,13272,Positive,191942,84 days
Lothian,Bathgate,07/12/2021,10k - 100k,13272,Positive,41578,72 days
Lothian,Bathgate,14/12/2021,10k - 100k,13272,Positive,113419,65 days
Lothian,Bathgate,16/12/2021,10k - 100k,13272,Positive,69085,63 days
Lothian,Bathgate,20/12/2021,10k - 100k,13272,Positive,282818,59 days
Lothian,Bathgate,05/01/2022,10k - 100k,13272,Positive,42001,43 days
Lothian,Bathgate,13/01/2022,10k - 100k,13272,Positive,26622,35 days
Lothian,Bathgate,20/01/2022,10k - 100k,13272,Positive,88486,28 days
Lothian,Bathgate,27/01/2022,10k - 100k,13272,Positive,47297,21 days
Lothian,Bathgate,01/02/2022,10k - 100k,13272,Positive,59328,16 days
Lothian,Bathgate,04/02/2022,10k - 100k,13272,Positive,218792,13 days
Lothian,Bathgate,08/02/2022,10k - 100k,13272,Positive,80217,9 days
Lothian,Bathgate,11/02/2022,10k - 100k,13272,Positive,61929,6 days
Lothian,Blackburn,17/12/2020,10k - 100k,18993,Positive (DNQ),5000,427 days
Lothian,Blackburn,04/01/2021,10k - 100k,18993,Positive,54830,409 days
Lothian,Blackburn,05/01/2021,10k - 100k,18993,Positive,42842,408 days
Lothian,Blackburn,06/01/2021,10k - 100k,18993,Positive,23016,407 days
Lothian,Blackburn,11/01/2021,10k - 100k,18993,Positive,21683,402 days
Lothian,Blackburn,18/01/2021,10k - 100k,18993,Positive,14463,395 days
Lothian,Blackburn,25/01/2021,10k - 100k,18993,Positive (DNQ),2450,388 days
Lothian,Blackburn,01/02/2021,10k - 100k,18993,Positive,22147,381 days
Lothian,Blackburn,08/02/2021,10k - 100k,18993,Positive,43062,374 days
Lothian,Blackburn,15/02/2021,10k - 100k,18993,Positive,56749,367 days
Lothian,Blackburn,22/02/2021,10k - 100k,18993,Positive,49145,360 days
Lothian,Blackburn,01/03/2021,10k - 100k,18993,Positive,11787,353 days
Lothian,Blackburn,05/03/2021,10k - 100k,18993,Positive,15539,349 days
Lothian,Blackburn,08/03/2021,10k - 100k,18993,Positive,16111,346 days
Lothian,Blackburn,12/03/2021,10k - 100k,18993,Positive (DNQ),3925,342 days
Lothian,Blackburn,15/03/2021,10k - 100k,18993,Positive,11393,339 days
Lothian,Blackburn,19/03/2021,10k - 100k,18993,Positive,13686,335 days
Lothian,Blackburn,22/03/2021,10k - 100k,18993,Positive (DNQ),5435,332 days
Lothian,Blackburn,26/03/2021,10k - 100k,18993,Positive,47815,328 days
Lothian,Blackburn,29/03/2021,10k - 100k,18993,Positive,23352,325 days
Lothian,Blackburn,02/04/2021,10k - 100k,18993,Positive (DNQ),8877,321 days
Lothian,Blackburn,05/04/2021,10k - 100k,18993,Positive,23828,318 days
Lothian,Blackburn,09/04/2021,10k - 100k,18993,Positive,12176,314 days
Lothian,Blackburn,12/04/2021,10k - 100k,18993,Positive (DNQ),9532,311 days
Lothian,Blackburn,23/04/2021,10k - 100k,18993,Positive,35622,300 days
Lothian,Blackburn,26/04/2021,10k - 100k,18993,Positive,24217,297 days
Lothian,Blackburn,30/04/2021,10k - 100k,18993,Positive,30175,293 days
Lothian,Blackburn,03/05/2021,10k - 100k,18993,Positive,12252,290 days
Lothian,Blackburn,07/05/2021,10k - 100k,18993,Positive (DNQ),3144,286 days
Lothian,Blackburn,10/05/2021,10k - 100k,18993,Positive (DNQ),3256,283 days
Lothian,Blackburn,14/05/2021,10k - 100k,18993,Positive (DNQ),1498,279 days
Lothian,Blackburn,17/05/2021,10k - 100k,18993,Positive,29389,276 days
Lothian,Blackburn,21/05/2021,10k - 100k,18993,Positive (DNQ),3188,272 days
Lothian,Blackburn,24/05/2021,10k - 100k,18993,Positive (DNQ),8910,269 days
Lothian,Blackburn,28/05/2021,10k - 100k,18993,Positive,25476,265 days
Lothian,Blackburn,31/05/2021,10k - 100k,18993,Positive,55582,262 days
Lothian,Blackburn,04/06/2021,10k - 100k,18993,Positive,27284,258 days
Lothian,Blackburn,07/06/2021,10k - 100k,18993,Positive,68005,255 days
Lothian,Blackburn,11/06/2021,10k - 100k,18993,Positive,52663,251 days
Lothian,Blackburn,14/06/2021,10k - 100k,18993,Positive,55844,248 days
Lothian,Blackburn,18/06/2021,10k - 100k,18993,Positive,21156,244 days
Lothian,Blackburn,21/06/2021,10k - 100k,18993,Positive,26107,241 days
Lothian,Blackburn,25/06/2021,10k - 100k,18993,Positive,46867,237 days
Lothian,Blackburn,28/06/2021,10k - 100k,18993,Positive,139077,234 days
Lothian,Blackburn,02/07/2021,10k - 100k,18993,Positive,172562,230 days
Lothian,Blackburn,05/07/2021,10k - 100k,18993,Positive,142084,227 days
Lothian,Blackburn,09/07/2021,10k - 100k,18993,Positive,296221,223 days
Lothian,Blackburn,12/07/2021,10k - 100k,18993,Positive,180053,220 days
Lothian,Blackburn,16/07/2021,10k - 100k,18993,Positive,169580,216 days
Lothian,Blackburn,19/07/2021,10k - 100k,18993,Positive,98735,213 days
Lothian,Blackburn,26/07/2021,10k - 100k,18993,Positive,108830,206 days
Lothian,Blackburn,13/08/2021,10k - 100k,18993,Positive,42617,188 days
Lothian,Blackburn,30/08/2021,10k - 100k,18993,Positive,1239318,171 days
Lothian,Blackburn,03/09/2021,10k - 100k,18993,Positive,230443,167 days
Lothian,Blackburn,06/09/2021,10k - 100k,18993,Positive,667298,164 days
Lothian,Blackburn,08/09/2021,10k - 100k,18993,Positive,252767,162 days
Lothian,Blackburn,10/09/2021,10k - 100k,18993,Positive,133706,160 days
Lothian,Blackburn,20/09/2021,10k - 100k,18993,Positive,65611,150 days
Lothian,Blackburn,24/09/2021,10k - 100k,18993,Positive,122511,146 days
Lothian,Blackburn,01/10/2021,10k - 100k,18993,Weak Positive,658,139 days
Lothian,Blackburn,04/10/2021,10k - 100k,18993,Positive,38788,136 days
Lothian,Blackburn,11/10/2021,10k - 100k,18993,Positive,76257,129 days
Lothian,Blackburn,15/10/2021,10k - 100k,18993,Positive,195192,125 days
Lothian,Blackburn,18/10/2021,10k - 100k,18993,Positive,30045,122 days
Lothian,Blackburn,22/10/2021,10k - 100k,18993,Positive,45916,118 days
Lothian,Blackburn,29/10/2021,10k - 100k,18993,Positive,344624,111 days
Lothian,Blackburn,05/11/2021,10k - 100k,18993,Positive,75945,104 days
Lothian,Blackburn,08/11/2021,10k - 100k,18993,Positive,107866,101 days
Lothian,Blackburn,12/11/2021,10k - 100k,18993,Positive,77324,97 days
Lothian,Blackburn,15/11/2021,10k - 100k,18993,Positive,128547,94 days
Lothian,Blackburn,19/11/2021,10k - 100k,18993,Positive,60535,90 days
Lothian,Blackburn,22/11/2021,10k - 100k,18993,Positive,53919,87 days
Lothian,Blackburn,29/11/2021,10k - 100k,18993,Positive,115515,80 days
Lothian,Blackburn,06/12/2021,10k - 100k,18993,Positive,235966,73 days
Lothian,Blackburn,10/12/2021,10k - 100k,18993,Positive,21315,69 days
Lothian,Blackburn,13/12/2021,10k - 100k,18993,Positive,88530,66 days
Lothian,Blackburn,20/12/2021,10k - 100k,18993,Positive,236363,59 days
Lothian,Blackburn,03/01/2022,10k - 100k,18993,Positive,71589,45 days
Lothian,Blackburn,19/01/2022,10k - 100k,18993,Positive,147077,29 days
Lothian,Blackburn,21/01/2022,10k - 100k,18993,Positive,76795,27 days
Lothian,Blackburn,28/01/2022,10k - 100k,18993,Positive,187180,20 days
Lothian,Blackburn,04/02/2022,10k - 100k,18993,Positive,93511,13 days
Lothian,Blackburn,07/02/2022,10k - 100k,18993,Positive,57506,10 days
Lothian,Blackburn,11/02/2022,10k - 100k,18993,Positive,42029,6 days
Lothian,Blackridge,18/12/2020,2k - 4k,2136,Positive (DNQ),2065,426 days
Lothian,Blackridge,21/12/2020,2k - 4k,2136,Weak Positive,658,423 days
Lothian,Blackridge,08/01/2021,2k - 4k,2136,Positive (DNQ),2365,405 days
Lothian,Blackridge,13/01/2021,2k - 4k,2136,Positive (DNQ),3979,400 days
Lothian,Blackridge,21/01/2021,2k - 4k,2136,Positive (DNQ),6649,392 days
Lothian,Blackridge,27/01/2021,2k - 4k,2136,Positive,43456,386 days
Lothian,Blackridge,01/02/2021,2k - 4k,2136,Positive,97715,381 days
Lothian,Blackridge,08/02/2021,2k - 4k,2136,Positive,70668,374 days
Lothian,Blackridge,10/02/2021,2k - 4k,2136,Positive,33872,372 days
Lothian,Blackridge,15/02/2021,2k - 4k,2136,Positive,49867,367 days
Lothian,Blackridge,19/02/2021,2k - 4k,2136,Positive,93823,363 days
Lothian,Blackridge,23/02/2021,2k - 4k,2136,Positive,137178,359 days
