,Health_Board,Site,Date_collected,Date_analysed,SW_sample_number,N1_description,N1_Reported_value-gc_per_L,N1_Repl_1-gc_per_L,N1_Repl_2-gc_per_L,N1_Repl_3-gc_per_L,Calculated_mean,Standard_Deviation,Flow-L_per_day,Ammonia-mg_per_L,pH_value,Modelled_flow-L_per_day,Million_gene_copies_per_person_per_day,Analysis_lab
6147,Highland,Nairn,2020-09-09,NA,14163589,Negative,       0,NA,NA,NA,NA,NA,  4402944, 27.37,7.3,  3281201,    0.00,SEPA
6148,Highland,Nairn,2020-09-14,NA,14204970,Negative,       0,NA,NA,NA,NA,NA,  4860864, 18.12,NA,  4552877,    0.00,SEPA
6149,Highland,Nairn,2020-09-23,NA,14234395,Negative,       0,     379.79,NA,NA,     379.79,NA,  3713472, 26.23,7.2,  3393960,    0.00,SEPA
6150,Highland,Nairn,2020-09-29,NA,14177724,Positive,   33918,   33856.06,   34420.52,  33476.21,   33917.60,    475.15,  2702592, 28.85,7.3,  3146798,    9.42,SEPA
6151,Highland,Nairn,2020-10-09,NA,14281077,Positive (DNQ),    8924,   12637.66,    7628.79,   6505.82,    8924.09,   3264.69,  4564512, 18.51,NA,  4476525,    4.19,SEPA
6152,Highland,Nairn,2020-10-21,NA,14296775,Positive (DNQ),    4410,    6067.06,    2533.30,   4630.03,    4410.13,   1777.11,  6153408,  8.89,6.9,  8014845,    2.79,SEPA
6153,Highland,Nairn,2020-10-28,NA,14321283,Positive (DNQ),    6535,    5133.62,    6961.79,   7508.45,    6534.62,   1243.71,  5508864, 14.28,7.2,  5500843,    3.70,SEPA
6154,Highland,Nairn,2020-11-03,NA,14343243,Positive (DNQ),    2390,    2282.23,    2466.19,   2420.83,    2389.75,     95.84,  5022432, 18.14,7.3,  4548890,    1.23,SEPA
6155,Highland,Nairn,2020-11-09,NA,14379056,Weak Positive,     835,    1226.66,     777.72,    501.28,     835.22,    366.09,  1745280, 21.58,NA,  3962890,    0.15,SEPA
6156,Highland,Nairn,2020-11-18,NA,14355526,Negative,       0,NA,NA,    525.17,     525.17,NA,  7360416, 13.77,7.1,  5662040,    0.00,SEPA
6157,Highland,Nairn,2020-11-25,NA,14397376,Weak Positive,     907,    1359.31,NA,   1361.15,    1360.23,      1.30,  6661440, 19.93,7.3,  4221305,    0.93,SEPA
6158,Highland,Nairn,2020-12-01,NA,14419290,Negative,       0,NA,NA,NA,NA,NA,  6073920, 19.04,7.1,  4377275,    0.00,SEPA
6159,Highland,Nairn,2020-12-08,NA,14466207,Negative,       0,NA,NA,NA,NA,NA,  5826816, 12.87,NA,  5974297,    0.00,SEPA
6160,Highland,Nairn,2020-12-16,NA,14444650,Negative,       0,NA,NA,NA,NA,NA,  5419872, 13.01,7.0,  5923182,    0.00,SEPA
6161,Highland,Nairn,2021-01-05,2021-01-06,14556074,Positive,   14404,   11982.29,   19329.42,  11902.69,   14404.80,   4265.03,  4942080, 16.78,7.2,  4839329,    7.32,SEPA
6162,Highland,Nairn,2021-01-11,2021-01-13,14568592,Positive,   32871,   33692.77,   32051.22,NA,   32872.00,   1160.76,  4237056, 17.34,7.1,  4714789,   14.32,SEPA
6163,Highland,Nairn,2021-01-19,2021-01-20,14585745,Positive,    5079,    5079.48,    2956.43,NA,    4017.95,   1501.22,  5594400, 13.71,7.0,  5681711,    2.31,SEPA
6164,Highland,Nairn,2021-01-25,2021-01-28,14599539,Analysis Failed,NA,NA,NA,NA,NA,NA,  5069952, 16.18,NA,  4981315,NA,Roslin
6165,Highland,Nairn,2021-02-01,2021-02-03,14622415,Positive (DNQ),    1697,    1641.34,    1754.08,NA,    1697.71,     79.72,  4834944, 16.86,NA,  4821083,    0.84,SEPA
6166,Highland,Nairn,2021-02-08,2021-02-10,14637656,Positive,  115707,  126085.55,  105329.51,NA,  115707.53,  14676.74,  4417632, 18.41,NA,  4495826,   52.54,SEPA
6167,Highland,Nairn,2021-02-16,2021-02-17,14663887,Positive (DNQ),    5226,    3810.60,    6642.62,NA,    5226.61,   2002.54,  4873824, 18.43,NA,  4491951,    2.62,SEPA
6168,Highland,Nairn,2021-02-22,2021-02-24,14682321,Positive (DNQ),    2871,    3906.49,    1836.17,NA,    2871.33,   1463.94,  4320000, 16.95,NA,  4800742,    1.27,SEPA
6169,Highland,Nairn,2021-03-02,2021-03-04,14713853,Weak Positive,     437,       0.00,     875.25,NA,     437.62,    618.90,  4527360, 20.72,NA,  4092973,    0.20,SEPA
6170,Highland,Nairn,2021-03-10,2021-03-11,14727459,Analysis Failed,NA,NA,NA,NA,NA,NA,  4950720, 17.52,NA,  4676277,NA,SEPA
6171,Highland,Nairn,2021-03-16,2021-03-17,14755520,Positive (DNQ),    4870,    4870.49,NA,NA,    4870.49,NA,NA, 18.06,NA,  4564886,    2.29,SEPA
6172,Highland,Nairn,2021-03-24,2021-03-25,14769390,Weak Positive,    1176,    1193.91,    1159.14,NA,    1176.52,     24.58,NA, 22.70,NA,  3806801,    0.46,SEPA
6173,Highland,Nairn,2021-04-01,2021-04-06,NA,Weak Positive,     798,       0.00,    1597.52,NA,     798.76,   1129.61,NA,NA,NA,NA,    0.38,SEPA
6174,Highland,Nairn,2021-04-06,2021-04-08,14814661,Positive (DNQ),    6607,    6652.17,    6562.24,NA,    6607.21,     63.59,NA, 20.34,NA,  4153586,    2.82,SEPA
6175,Highland,Nairn,2021-04-14,2021-04-15,14834348,Negative,       0,NA,NA,NA,NA,NA,NA, 22.31,NA,  3859557,    0.00,SEPA
6176,Highland,Nairn,2021-04-26,2021-04-28,14872850,Negative,       0,NA,NA,NA,NA,NA,NA, 34.74,NA,  2715127,    0.00,SEPA
6177,Highland,Nairn,2021-05-05,2021-05-06,14890685,Negative,       0,NA,NA,NA,NA,NA,NA, 18.96,NA,  4391937,    0.00,SEPA
6178,Highland,Nairn,2021-05-12,2021-05-13,14924034,Weak Positive,     685,       0.00,    1371.45,NA,     685.73,    969.76,NA, 15.61,NA,  5125239,    0.36,SEPA
6179,Highland,Nairn,2021-05-18,2021-05-19,NA,Weak Positive,     402,       0.00,     804.19,NA,     402.10,    568.65,NA,NA,NA,NA,    0.19,SEPA
6180,Highland,Nairn,2021-05-27,2021-05-28,14974515,Analysis Failed,NA,NA,NA,NA,NA,NA,NA, 11.62,NA,  6479284,NA,SEPA
6181,Highland,Nairn,2021-06-03,2021-06-04,NA,Negative,       0,NA,NA,NA,NA,NA,NA,NA,NA,NA,    0.00,SEPA
6182,Highland,Nairn,2021-06-09,2021-06-11,NA,Positive (DNQ),    9999,    9847.94,   10150.00,NA,    9998.97,    213.59,NA,NA,NA,NA,    4.81,SEPA
6183,Highland,Nairn,2021-06-17,2021-06-21,15032252,Positive (DNQ),    1608,    1999.96,    1216.07,NA,    1608.02,    554.29,NA, 24.15,NA,  3624126,    0.60,SEPA
6184,Highland,Nairn,2021-06-25,2021-06-28,NA,Positive,   51612,   45149.53,   58075.11,NA,   51612.32,   9139.77,NA,NA,NA,NA,   24.81,SEPA
6185,Highland,Nairn,2021-07-01,2021-07-05,15084004,Positive,   87833,   89961.61,   85704.88,NA,   87833.25,   3009.96,NA, 34.29,NA,  2743387,   24.77,SEPA - Low Volume
6186,Highland,Nairn,2021-07-06,2021-07-08,15118193,Positive,  205558,  209163.81,  201953.30,NA,  205558.56,   5098.60,NA, 21.47,NA,  3979007,   84.07,SEPA - Low Volume
6187,Highland,Nairn,2021-07-12,2021-07-14,NA,Positive,   59509,   50001.48,   69018.24,NA,   59509.86,  13446.88,NA,NA,NA,NA,   28.61,SEPA - Low Volume
6188,Highland,Nairn,2021-07-20,2021-07-21,NA,Positive,   10311,    7040.59,   13583.32,NA,   10311.95,   4626.41,NA,NA,NA,NA,    4.96,SEPA - Low Volume
6189,Highland,Nairn,2021-08-02,2021-08-03,NA,Positive,   19621,   20882.05,   18361.90,NA,   19621.97,   1782.01,NA,NA,NA,NA,    9.43,SEPA - Low Volume
6190,Highland,Nairn,2021-08-03,2021-08-05,15220224,Positive,   92568,  105766.31,   79369.71,NA,   92568.01,  18665.21,NA, 21.50,NA,  3974597,   37.82,SEPA - Low Volume
6191,Highland,Nairn,2021-08-09,2021-08-11,15229011,Positive,   18659,   17062.00,   20257.00,NA,   18659.50,   2259.21,NA, 20.90,NA,  4064952,    7.80,SEPA - Low Volume
6192,Highland,Nairn,2021-08-26,2021-08-30,NA,Positive,  204045,  185236.22,  222854.00,NA,  204045.11,  26599.78,NA,NA,NA,NA,   98.09,SEPA - Low Volume
6193,Highland,Nairn,2021-09-02,2021-09-06,NA,Positive,   83704,   97137.78,   70271.24,NA,   83704.51,  18997.52,NA, 23.90,NA,  3654201,   31.44,SEPA - Low Volume
6194,Highland,Nairn,2021-09-09,2021-09-10,NA,Positive,   51333,   50773.33,   51893.33,NA,   51333.33,    791.96,NA,NA,NA,NA,   24.68,SEPA - Low Volume
6195,Highland,Nairn,2021-09-13,2021-09-15,15351857,Positive,  119155,  121059.43,  117251.76,NA,  119155.59,   2692.43,NA, 22.05,NA,  3895657,   47.71,SEPA - Low Volume
6196,Highland,Nairn,2021-09-29,2021-09-30,NA,Positive,   16606,    4504.60,   28709.29,NA,   16606.95,  17115.30,NA,NA,NA,NA,    7.98,SEPA - Low Volume
6197,Highland,Nairn,2021-10-05,2021-10-07,15428526,Positive,   20942,   15542.55,   26343.08,NA,   20942.82,   7637.13,NA,NA,NA,NA,   10.07,SEPA - Low Volume
6198,Highland,Nairn,2021-10-14,2021-10-18,15466280,Positive,  197413,  195894.62,  198931.84,NA,  197413.23,   2147.63,NA, 17.42,NA,  4697584,   95.32,SEPA - Low Volume
6199,Highland,Nairn,2021-10-18,2021-10-20,15477066,Positive,   45240,   32500.75,   57979.46,NA,   45240.10,  18016.16,NA,NA,NA,NA,   21.75,SEPA - Low Volume
6200,Highland,Nairn,2021-10-25,2021-10-27,15516597,Positive,   98417,   83923.22,  112911.28,NA,   98417.25,  20497.65,NA,NA,NA,NA,   47.31,SEPA - Low Volume
6201,Highland,Nairn,2021-11-03,2021-11-08,15529268,Analysis Failed,NA,NA,NA,NA,NA,NA,NA, 13.75,NA,  5668580,NA,SEPA - Low Volume
6202,Highland,Nairn,2021-11-09,2021-11-11,15562359,Positive,   75567,   69263.06,   81872.62,NA,   75567.84,   8916.31,NA, 15.36,NA,  5191379,   40.32,SEPA - Low Volume
6203,Highland,Nairn,2021-11-18,2021-11-22,15584799,Positive,   36775,   38880.51,   34670.73,NA,   36775.62,   2976.76,NA, 18.65,NA,  4449817,   16.82,SEPA - Low Volume
6204,Highland,Nairn,2021-12-01,2021-12-06,NA,Positive,  119229,  112288.65,  126171.04,NA,  119229.85,   9816.33,NA,NA,NA,NA,   57.32,SEPA - Low Volume
6205,Highland,Nairn,2021-12-07,2021-12-09,15656313,Analysis Failed,NA,NA,NA,NA,NA,NA,NA, 17.52,NA,  4676277,NA,SEPA - Low Volume
6206,Highland,Nairn,2021-12-14,2021-12-16,15674549,Positive,   31833,   21897.02,   41770.84,NA,   31833.93,  14052.91,NA,NA,NA,NA,   15.30,SEPA - Low Volume
6207,Highland,Nairn,2022-01-12,2022-01-14,15772364,Positive,   51063,   40227.11,   61899.57,NA,   51063.34,  15324.74,NA, 35.50,NA,  2668861,   14.01,SEPA - Low Volume
6208,Highland,Nairn,2022-02-08,2022-02-10,NA,Positive,   85085,  101464.92,   68706.35,NA,   85085.64,  23163.81,NA,NA,NA,NA,   40.90,SEPA - Low Volume
6209,Highland,Oban,2021-12-06,2021-12-07,15652003,Positive,   32141,   38729.00,   25553.00,NA,   32141.00,   9316.84,NA,  5.14,NA, 10909967,   44.74,SEPA - Low Volume
6210,Highland,Oban,2021-12-08,2021-12-10,15660373,Positive,   12104,    9643.99,   14564.34,NA,   12104.16,   3479.22,NA,  3.45,NA, 13724874,   21.20,SEPA - Low Volume
6211,Highland,Oban,2022-01-11,2022-01-12,15772373,Positive,   30152,   20632.63,   39672.07,NA,   30152.35,  13462.92,NA,  4.05,NA, 12514589,   48.14,SEPA - Low Volume
6212,Highland,Oban,2022-01-17,2022-01-18,15776979,Positive (DNQ),    8916,    9665.61,    8165.46,NA,    8915.54,   1060.76,NA,  6.25,NA,  9748411,   11.09,SEPA - Low Volume
6213,Highland,Oban,2022-01-19,2022-01-20,15782921,Positive,   14368,   15468.57,   13268.40,NA,   14368.48,   1555.75,NA,  7.27,NA,  8935819,   16.38,SEPA - Low Volume
6214,Highland,Oban,2022-02-03,2022-02-04,15816332,Positive,   34709,   39046.84,   30372.89,NA,   34709.87,   6133.41,NA,  4.98,NA, 11110419,   49.20,SEPA - Low Volume
6215,Highland,Oban,2022-02-07,2022-02-08,NA,Positive (DNQ),    9001,   13401.24,    4600.56,NA,    9000.90,   6223.02,NA,NA,NA,NA,   12.81,SEPA - Low Volume
6216,Highland,Thurso,2021-11-15,2021-11-17,15584835,Positive,   34821,   32709.00,   36933.00,NA,   34821.00,   2986.82,NA,  5.79,NA, 10178967,   45.26,SEPA - Low Volume
6217,Highland,Thurso,2021-11-17,2021-11-19,15587324,Positive,   17104,   17244.40,   16964.66,NA,   17104.53,    197.80,NA, 10.05,NA,  7410074,   16.19,SEPA - Low Volume
6218,Highland,Thurso,2021-11-22,2021-11-24,15608849,Positive,   27544,   20739.06,   34350.56,NA,   27544.81,   9624.78,NA,  3.87,NA, 12836261,   45.15,SEPA - Low Volume
6219,Highland,Thurso,2021-11-24,2021-11-26,15611675,Positive,   60883,   45815.56,   75952.40,NA,   60883.98,  21309.96,NA,NA,NA,NA,   68.90,SEPA - Low Volume
6220,Highland,Thurso,2021-11-29,2021-12-06,15626801,Positive,  103585,   94461.21,  112708.80,NA,  103585.00,  12903.00,NA,  4.70,NA, 11477680,  151.82,SEPA - Low Volume
6221,Highland,Thurso,2021-12-06,2021-12-08,NA,Positive,   17770,   10969.86,   24571.02,NA,   17770.44,   9617.47,NA,NA,NA,NA,   20.11,SEPA - Low Volume
6222,Highland,Thurso,2021-12-08,2021-12-10,15660394,Positive,   14126,   10620.35,   17633.01,NA,   14126.68,   4958.70,NA,  9.86,NA,  7491950,   13.52,SEPA - Low Volume
6223,Highland,Thurso,2021-12-13,2021-12-16,15670450,Weak Positive,    2967,       0.00,    5933.33,NA,    2966.67,   4195.50,NA, 15.90,NA,  5690080,    2.16,SEPA - Low Volume
6224,Highland,Thurso,2021-12-16,2021-12-17,NA,Positive,   15784,   20473.11,   11096.87,NA,   15784.99,   6630.00,NA,NA,NA,NA,   17.86,SEPA - Low Volume
6225,Highland,Thurso,2022-01-05,2022-01-07,15760504,Positive,   23435,   16645.95,   30224.11,NA,   23435.03,   9601.21,NA, 11.23,NA,  6951272,   20.80,SEPA - Low Volume
6226,Highland,Thurso,2022-01-31,2022-02-02,NA,Positive,   42445,   44186.19,   40703.84,NA,   42445.01,   2462.39,NA,NA,NA,NA,   48.03,SEPA - Low Volume
6227,Highland,Thurso,2022-02-02,2022-02-04,15816353,Positive,   36199,   29611.32,   42787.74,NA,   36199.53,   9317.14,NA,NA,NA,NA,   40.97,SEPA - Low Volume
6228,Highland,Thurso,2022-02-07,2022-02-09,NA,Positive,   10294,   13285.58,    7302.73,NA,   10294.15,   4230.51,NA,NA,NA,NA,   11.65,SEPA - Low Volume
6229,Highland,Wick,2021-11-15,2021-11-17,15580352,Positive,  176891,  172786.00,  180996.00,NA,  176891.00,   5805.35,NA, 12.12,NA,  5906311,  152.50,SEPA - Low Volume
6230,Highland,Wick,2021-11-17,2021-11-19,15589729,Positive,   59977,   61482.74,   58472.70,NA,   59977.72,   2128.42,NA, 10.45,NA,  6432588,   56.31,SEPA - Low Volume
6231,Highland,Wick,2021-11-22,2021-11-24,15600596,Positive,   22787,   15196.54,   30378.18,NA,   22787.36,  10735.04,NA,  5.16,NA,  9656708,   32.12,SEPA - Low Volume
6232,Highland,Wick,2021-11-24,2021-11-26,15614066,Positive,   50814,   53311.24,   48318.59,NA,   50814.92,   3530.33,NA,NA,NA,NA,   54.28,SEPA - Low Volume
6233,Highland,Wick,2021-11-29,2021-12-06,15622858,Weak Positive,    6016,    6445.31,    5586.69,NA,    6016.00,    607.13,NA,  7.13,NA,  8016283,    7.04,SEPA - Low Volume
6234,Highland,Wick,2021-12-06,2021-12-08,NA,Positive,   17106,   23598.99,   10613.97,NA,   17106.48,   9181.80,NA,NA,NA,NA,   18.27,SEPA - Low Volume
6235,Highland,Wick,2021-12-13,2021-12-16,15674573,Positive,   31679,   16434.40,   46925.07,NA,   31679.73,  21560.16,NA, 10.05,NA,  6578768,   30.42,SEPA - Low Volume
6236,Highland,Wick,2021-12-16,2021-12-17,NA,Positive,   74776,   72755.90,   76796.51,NA,   74776.21,   2857.14,NA,NA,NA,NA,   79.87,SEPA - Low Volume
6237,Highland,Wick,2022-01-31,2022-02-02,NA,Positive,   93838,  100326.03,   87351.72,NA,   93838.87,   9174.22,NA,NA,NA,NA,  100.24,SEPA - Low Volume
6238,Highland,Wick,2022-02-02,2022-02-04,15820745,Positive,   67646,   62243.71,   73049.98,NA,   67646.84,   7641.19,NA,NA,NA,NA,   72.26,SEPA - Low Volume
6239,Highland,Wick,2022-02-07,2022-02-09,NA,Positive,   24160,   29104.07,   19216.75,NA,   24160.41,   6991.39,NA,NA,NA,NA,   25.81,SEPA - Low Volume
6240,Lanarkshire,Allers,2021-01-08,2021-01-12,14597695,Positive,  164611,  155809.17,  168308.53, 169715.92,  164611.21,   7655.20,  9884160, 26.98,7.4, 13925869,   53.99,SEPA
6241,Lanarkshire,Allers,2021-01-13,2021-01-14,14597698,Positive,  160353,  175992.79,  144715.07,NA,  160353.93,  22116.69, 15275520, 15.35,7.3, 19268102,   81.28,SEPA
6242,Lanarkshire,Allers,2021-01-19,2021-01-20,14597701,Positive,   60401,   60401.20,   66068.58,NA,   63234.89,   4007.45, 26516160, 10.24,NA, 24325282,   55.64,SEPA
6243,Lanarkshire,Allers,2021-01-25,2021-01-26,14601850,Positive,   70511,   66313.86,   74708.53,NA,   70511.19,   5935.93, 10938240, 22.56,NA, 15436843,   25.59,SEPA
6244,Lanarkshire,Allers,2021-02-02,2021-02-03,14622394,Positive,   44506,   52889.38,   36123.91,NA,   44506.65,  11854.98, 11862720, 20.72,NA, 16211809,   17.52,SEPA
6245,Lanarkshire,Allers,2021-02-08,2021-02-10,14637629,Positive,   12350,   12873.95,   11827.99,NA,   12350.97,    739.61, 14636160,  6.81,NA, 30764570,    6.00,SEPA
6246,Lanarkshire,Allers,2021-02-16,2021-02-18,14671492,Positive,   60768,   48214.09,   73321.94,NA,   60768.02,  17753.93, 14757120, 15.12,NA, 19436309,   29.76,SEPA
6247,Lanarkshire,Allers,2021-02-22,2021-02-23,14685416,Positive,   46774,   48548.00,   45001.00,NA,   46774.50,   2508.11, 17400960, 13.35,NA, 20880652,   27.01,SEPA
6248,Lanarkshire,Allers,2021-03-01,2021-03-03,14718455,Positive,   15091,   13514.24,   16668.21,NA,   15091.22,   2230.19, 10272960, 22.82,NA, 15335337,    5.14,SEPA
6249,Lanarkshire,Allers,2021-03-11,2021-03-12,14739067,Positive (DNQ),    2164,    2825.63,    1502.63,NA,    2164.13,    935.50, 35838720,  6.47,NA, 31685226,    2.57,SEPA
6250,Lanarkshire,Allers,2021-03-19,2021-03-22,14748861,Positive (DNQ),    3334,    3212.77,    3455.61,NA,    3334.19,    171.71,NA, 24.06,NA, 14875205,    1.65,SEPA
6251,Lanarkshire,Allers,2021-03-24,2021-03-25,14765060,Positive (DNQ),    3694,    4020.61,    3369.02,NA,    3694.82,    460.74,NA, 27.16,NA, 13872658,    1.70,SEPA
6252,Lanarkshire,Allers,2021-04-01,2021-04-06,14786921,Positive (DNQ),    8910,    6942.84,   10877.73,NA,    8910.29,   2782.39,NA, 16.65,NA, 18387054,    5.44,SEPA
6253,Lanarkshire,Allers,2021-04-08,2021-04-09,14817795,Positive (DNQ),    3857,    2184.57,    2809.10,   6580.13,    3857.93,   2378.08,NA, 27.86,NA, 13670898,    1.75,SEPA
6254,Lanarkshire,Allers,2021-04-15,2021-04-16,14834291,Positive,   15269,   13025.62,   17512.95,NA,   15269.28,   3173.02,NA, 30.34,NA, 13015925,    6.59,SEPA
6255,Lanarkshire,Allers,2021-04-30,2021-05-04,14880347,Positive,   12276,   11146.44,   13406.24,NA,   12276.34,   1597.92,NA, 31.63,NA, 12707604,    5.18,SEPA
6256,Lanarkshire,Allers,2021-05-06,2021-05-07,14890622,Positive (DNQ),    7443,    6011.88,    8874.22,NA,    7443.05,   2023.98,NA, 22.61,NA, 15417180,    3.81,SEPA
6257,Lanarkshire,Allers,2021-05-13,2021-05-14,14914111,Positive,   10590,   10590.15,NA,NA,   10590.15,NA,NA, 13.04,NA, 21165019,    7.44,SEPA
6258,Lanarkshire,Allers,2021-05-21,2021-05-24,14936581,Positive (DNQ),    2386,    1527.35,    3245.26,NA,    2386.31,   1214.75,NA, 25.78,NA, 14295464,    1.13,SEPA
6259,Lanarkshire,Allers,2021-05-26,2021-05-28,14974449,Positive (DNQ),    4087,    4293.22,    3881.00,NA,    4087.11,    291.48,NA, 22.53,NA, 15448674,    2.10,SEPA
6260,Lanarkshire,Allers,2021-05-31,2021-06-01,14986444,Positive,   12959,   14598.41,   11320.07,NA,   12959.24,   2318.14,NA, 29.28,NA, 13285165,    5.71,SEPA
6261,Lanarkshire,Allers,2021-06-10,2021-06-11,15013724,Positive (DNQ),    9470,    7604.14,   11335.74,NA,    9469.94,   2638.64,NA, 31.19,NA, 12810507,    4.03,SEPA
6262,Lanarkshire,Allers,2021-06-14,2021-06-16,15047063,Positive,   14018,   13982.83,   14054.08,NA,   14018.46,     50.39,NA, 27.30,NA, 13831654,    6.43,SEPA
6263,Lanarkshire,Allers,2021-06-25,2021-06-28,15070081,Positive,   77538,   77538.83,NA,NA,   77538.83,NA,NA, 21.60,NA, 15828196,   40.72,SEPA
6264,Lanarkshire,Allers,2021-07-02,2021-07-05,15092640,Positive,  317623,  336557.02,  298690.90,NA,  317623.96,  26775.39,NA, 31.15,NA, 12819976,  135.11,SEPA - Low Volume
6265,Lanarkshire,Allers,2021-07-09,2021-07-12,15120881,Positive,  274111,  230247.95,  317975.14,NA,  274111.54,  62032.49,NA, 29.39,NA, 13256515,  120.57,SEPA - Low Volume
6266,Lanarkshire,Allers,2021-07-16,2021-07-19,15152258,Positive,  172052,  193231.93,  150872.86,NA,  172052.39,  29952.39,NA, 29.69,NA, 13179230,   75.24,SEPA - Low Volume
6267,Lanarkshire,Allers,2021-07-23,2021-07-26,15161108,Positive,  108883,  135635.10,   82132.33,NA,  108883.71,  37832.17,NA, 29.91,NA, 13123331,   47.41,SEPA - Low Volume
6268,Lanarkshire,Allers,2021-07-30,2021-08-02,NA,Positive,  182675,  186509.51,  178840.92,NA,  182675.21,   5422.51,NA,NA,NA,NA,  101.46,SEPA - Low Volume
6269,Lanarkshire,Allers,2021-08-30,2021-08-31,15313516,Positive,  960625,  986485.94,  934764.66,NA,  960625.30,  36572.47,NA, 30.16,NA, 13060592,  416.31,SEPA - Low Volume
6270,Lanarkshire,Allers,2021-09-10,2021-09-13,15337511,Positive, 1081826, 1177475.07,  986177.00,NA, 1081826.03, 135268.16,NA, 28.76,NA, 13422933,  481.84,SEPA - Low Volume
6271,Lanarkshire,Allers,2021-09-16,2021-09-17,15351795,Positive,  299940,  296806.79,  303073.87,NA,  299940.33,   4431.50,NA, 26.99,NA, 13922898,  138.57,SEPA - Low Volume
6272,Lanarkshire,Allers,2021-09-23,2021-09-24,15387144,Positive,  138315,  174431.82,  102200.13,NA,  138315.98,  51075.52,NA, 27.18,NA, 13866780,   63.64,SEPA - Low Volume
6273,Lanarkshire,Allers,2021-10-01,2021-10-04,15405019,Positive,   77248,   85484.97,   69011.31,NA,   77248.14,  11648.63,NA,  7.08,NA, 30083539,   77.11,SEPA - Low Volume
6274,Lanarkshire,Allers,2021-10-18,2021-10-19,15482086,Positive,  123163,  123070.55,  123255.54,NA,  123163.04,    130.81,NA, 25.81,NA, 14285895,   58.38,SEPA - Low Volume
6275,Lanarkshire,Allers,2021-10-26,2021-10-27,15516546,Positive,   41069,   29375.39,   52764.60,NA,   41070.00,  16538.66,NA,  7.97,NA, 28100998,   38.30,SEPA - Low Volume
6276,Lanarkshire,Allers,2021-11-01,2021-11-02,15538385,Positive,   57559,   33449.44,   81669.92,NA,   57559.68,  34097.03,NA,  7.29,NA, 29581514,   56.50,SEPA - Low Volume
6277,Lanarkshire,Allers,2021-11-08,2021-11-09,15564568,Positive,  310774,  367559.26,  253990.16,NA,  310774.71,  80305.49,NA, 19.84,NA, 16621989,  171.41,SEPA - Low Volume
6278,Lanarkshire,Allers,2021-11-15,2021-11-16,15589612,Positive,  237807,  188294.85,  287319.77,NA,  237807.31,  70021.20,NA, 18.10,NA, 17524011,  138.28,SEPA - Low Volume
